#{"t_start": 1541020028.3400354, "env_id": "MicropolisEnv-v0"}
r,l,t
0.0,496,9.655674
4.0,500,15.357934
1.0,498,21.074424
4.0,501,26.745906
0.0,499,32.416327
4.0,501,38.114552
0.0,498,43.787475
0.0,496,49.397196
4.0,497,55.039489
0.0,497,60.799936
4.0,499,66.564263
4.0,497,72.244401
0.0,501,77.986733
4.0,499,83.69774
0.0,498,89.390591
4.0,500,95.093879
4.75,496,100.784124
0.0,501,106.535015
0.0,500,112.295224
0.0,496,118.021141
1.0,497,123.736571
7.5,497,129.462948
12.25,499,135.22075
9.0,499,141.0118
20.75,499,146.799906
15.75,500,152.601424
23.75,500,158.409704
15.25,496,164.136178
30.5,501,169.958578
36.5,496,175.759136
27.5,497,181.597802
41.25,496,187.373831
34.75,500,193.226908
35.0,501,199.065618
29.75,496,204.869262
41.25,497,210.681252
37.25,500,216.530932
31.25,499,222.364532
30.0,500,228.182887
18.0,498,233.983231
4.0,501,239.835504
39.5,499,245.707307
39.25,501,251.543667
26.25,499,257.373407
37.75,500,263.210492
36.5,500,269.047229
32.75,499,274.862944
36.25,499,280.697241
29.25,497,286.468657
39.5,501,292.293131
18.75,499,298.105691
21.75,497,303.902046
21.0,496,309.742236
37.75,500,315.571273
33.0,498,321.389369
23.75,496,327.18379
28.25,500,333.021875
43.25,497,338.828819
26.5,497,344.620269
30.5,499,350.437913
34.75,499,356.297565
28.75,498,362.092627
34.5,497,367.924729
31.75,496,373.74278
41.0,500,379.57737
43.75,496,385.392371
44.0,498,391.231288
32.75,497,397.024139
43.75,498,402.863076
33.75,496,408.681237
24.0,497,414.506397
36.75,501,420.370439
35.0,497,426.130697
44.25,500,431.987143
35.75,497,437.82596
31.25,497,443.673734
13.0,499,449.471299
25.5,499,455.301479
35.0,496,461.067681
45.25,501,466.909893
20.75,496,472.698316
51.75,497,478.513332
39.75,500,484.372802
23.75,498,490.214123
27.5,497,495.985235
33.5,497,501.811647
21.5,496,507.578058
45.75,501,513.433184
44.5,501,519.455734
39.25,501,525.419651
22.5,499,531.195872
43.0,499,536.990534
37.75,498,542.801304
31.75,500,548.609744
32.0,498,554.417549
46.5,500,560.250167
45.75,501,566.100678
47.25,500,571.963939
39.25,496,577.689104
48.25,496,583.453407
49.0,497,589.232326
41.0,500,595.040986
58.75,498,600.844167
38.5,498,606.651299
43.0,500,612.465029
35.0,500,618.304392
38.75,501,624.115507
29.75,499,629.947613
37.25,500,635.749059
46.75,500,641.594198
36.75,499,647.368887
27.75,498,653.194685
27.5,499,658.989353
42.0,498,664.734864
53.75,499,670.51008
31.5,498,676.344864
35.5,500,682.170734
26.5,498,687.940733
25.75,498,693.74384
48.75,499,699.564157
33.25,497,705.386962
33.25,498,711.176826
57.25,497,716.939434
38.5,499,722.723298
38.5,500,728.519988
43.5,499,734.320375
39.5,499,740.139268
36.0,500,745.921424
44.0,501,751.751176
44.0,500,757.567298
37.0,500,763.386192
36.5,501,769.212454
40.25,497,774.989892
