#{"t_start": 1541020028.3432126, "env_id": "MicropolisEnv-v0"}
r,l,t
4.0,496,9.652206
0.0,501,15.370508
4.0,497,21.071365
0.0,498,26.708339
0.0,499,32.370763
2.0,497,38.006534
4.0,499,43.711752
0.0,497,49.32008
4.0,499,54.98171
4.5,496,60.738738
4.0,497,66.484438
0.0,497,72.15638
0.0,497,77.832691
4.0,496,83.515006
0.0,498,89.204475
0.0,500,94.907873
0.0,501,100.66806
0.0,496,106.374737
0.0,499,112.111101
5.0,500,117.876197
8.25,498,123.614969
7.25,500,129.382048
12.0,501,135.166751
22.25,501,140.960704
0.5,497,146.740327
25.25,501,152.546227
24.5,499,158.327961
42.0,497,164.082017
20.5,500,169.897008
34.5,500,175.755857
27.25,497,181.594418
41.0,497,187.381932
32.75,498,193.207998
28.75,498,199.005121
39.75,498,204.848549
33.5,501,210.709045
59.0,499,216.541491
34.5,498,222.361009
28.0,499,228.167777
27.25,500,233.999539
19.75,496,239.759074
33.75,498,245.627748
28.25,500,251.461633
5.5,498,257.279416
25.25,496,263.055111
28.25,497,268.847809
29.5,498,274.658478
26.5,497,280.448129
30.5,496,286.227614
19.75,498,292.026583
42.0,499,297.830518
37.0,501,303.679687
34.5,499,309.544703
12.25,498,315.342989
31.0,499,321.17924
33.5,500,327.023652
26.75,496,332.823158
37.25,499,338.641766
26.5,499,344.478179
39.25,499,350.293305
38.5,496,356.101079
35.25,497,361.899383
39.5,501,367.768912
39.5,499,373.609679
32.5,496,379.428702
39.5,498,385.251192
49.75,500,391.10501
34.5,499,396.941224
42.25,497,402.763125
38.0,499,408.620409
40.25,501,414.503325
40.5,500,420.333033
29.75,498,426.127328
51.25,501,432.001401
35.25,499,437.873964
39.75,499,443.732702
29.0,499,449.541096
27.0,500,455.408633
32.0,498,461.170563
34.5,498,466.980519
34.75,497,472.779161
32.0,496,478.572661
39.25,501,484.470204
53.5,499,490.319267
42.5,497,496.089301
37.5,500,501.954774
34.75,500,507.764664
45.0,501,513.618962
27.25,497,519.594191
45.25,501,525.558865
37.75,499,531.329585
48.75,499,537.119221
30.25,498,542.942794
30.5,497,548.710249
24.25,497,554.518816
35.0,497,560.299999
43.0,500,566.116077
39.75,501,571.995172
34.5,500,577.780565
34.75,500,583.593399
55.75,497,589.382724
37.5,497,595.148614
47.25,500,600.969188
42.5,501,606.802138
35.25,498,612.598373
42.5,501,618.435888
53.0,499,624.253959
36.0,498,630.052039
35.25,499,635.846062
43.5,501,641.699865
41.25,498,647.488332
39.75,501,653.346101
43.5,501,659.154525
29.25,499,664.915409
35.0,498,670.698318
43.75,500,676.534601
47.0,499,682.363832
30.25,497,688.12585
24.75,500,693.946128
37.25,497,699.731739
36.5,497,705.565639
45.5,500,711.37398
35.0,499,717.17424
45.75,498,722.920317
44.25,499,728.708083
47.25,501,734.521271
51.5,501,740.357913
49.5,498,746.1426
34.0,497,751.908209
37.5,499,757.715503
44.25,499,763.520934
46.0,498,769.335034
32.75,499,775.113478
32.0,499,780.920644
46.25,501,786.762015
46.5,501,792.620696
48.0,501,798.454508
45.75,501,804.312973
55.75,497,810.078017
29.75,497,815.853826
32.0,498,821.643957
50.25,501,827.458658
38.5,499,833.26602
38.25,500,839.065282
40.5,500,844.848256
50.25,500,850.678683
43.0,501,856.516035
32.75,498,862.269958
38.0,500,868.069768
35.25,498,873.870622
44.5,501,879.685887
38.0,498,885.510877
48.5,499,891.280568
46.25,499,897.098489
33.0,497,902.889553
21.0,497,908.60562
35.5,501,914.410362
44.5,498,920.192871
40.5,500,925.979368
41.5,501,931.788363
30.5,497,937.527728
43.0,501,943.362627
38.25,500,949.191974
25.0,498,954.986261
35.0,499,960.796659
40.75,500,966.626688
53.75,497,972.41316
59.0,498,978.244269
37.5,498,984.021216
37.0,501,989.858388
48.0,497,995.646346
25.25,498,1001.410179
41.25,500,1007.243495
37.25,500,1013.145046
43.0,501,1018.997042
32.25,499,1024.809894
49.5,498,1030.614024
43.25,498,1036.407619
37.0,497,1042.184201
42.25,499,1047.988769
54.25,499,1053.793572
32.0,497,1059.549776
46.25,501,1065.412129
47.0,501,1071.226234
26.5,497,1076.980638
37.5,497,1082.747284
33.25,497,1088.520964
38.5,500,1094.341032
42.5,501,1100.164154
26.0,499,1105.968785
54.0,497,1111.743694
36.0,499,1117.573678
40.5,500,1123.403415
31.5,500,1129.186207
26.25,497,1134.993437
28.75,498,1140.796628
41.25,499,1146.596371
36.5,497,1152.350113
32.5,499,1158.155382
42.0,501,1164.018156
31.5,499,1169.805226
38.75,501,1175.62673
48.0,499,1181.430364
41.5,500,1187.245358
41.5,499,1193.048766
44.25,499,1198.834705
48.0,501,1204.693234
26.75,498,1210.513116
47.0,498,1216.273996
30.5,500,1222.069319
42.5,500,1227.91141
52.25,498,1233.716511
35.5,498,1239.50096
42.75,501,1245.363751
47.5,501,1251.227664
43.0,499,1257.072609
42.25,500,1262.888102
49.0,499,1268.71235
48.5,500,1274.526063
45.75,501,1280.393204
55.5,498,1286.198767
59.5,498,1292.007117
53.5,499,1297.854899
29.5,498,1303.687543
44.0,501,1309.546223
37.5,499,1315.364521
55.75,499,1321.210403
47.5,501,1327.035255
42.75,501,1332.897156
39.0,500,1338.724547
42.5,498,1344.564413
42.5,501,1350.44516
44.25,500,1356.277512
32.0,499,1362.097837
44.25,501,1367.936071
44.0,501,1373.797597
35.25,498,1379.608024
33.0,498,1385.434458
58.5,501,1391.279101
51.5,501,1397.142787
44.0,500,1402.977745
42.0,500,1408.822221
23.5,498,1414.646889
43.5,498,1420.445277
24.25,499,1426.288713
41.25,498,1432.107383
47.0,498,1437.901318
37.75,499,1443.705782
40.75,500,1449.544684
29.5,499,1455.352012
50.25,500,1461.227375
36.0,500,1467.057247
49.25,499,1472.872869
37.0,498,1478.680363
39.5,500,1484.509666
45.5,498,1490.325078
47.25,500,1496.151114
57.75,500,1501.979472
30.0,498,1507.75328
42.0,498,1513.545866
45.75,501,1519.400497
36.25,498,1525.227038
41.75,501,1531.066703
41.25,498,1536.867053
59.5,498,1542.649143
38.25,498,1548.452233
48.0,501,1554.300142
37.75,501,1560.131921
41.0,501,1565.989733
36.0,499,1571.815531
41.5,498,1577.635749
42.5,498,1583.436951
33.5,498,1589.282075
30.25,499,1595.097417
44.0,500,1600.952977
42.5,498,1606.774798
49.75,501,1612.668595
49.25,500,1618.515106
45.0,500,1624.375998
40.75,498,1630.188104
40.25,499,1636.02702
34.5,501,1641.860223
56.5,498,1647.679584
69.75,501,1653.53429
83.5,501,1659.35844
39.25,500,1665.195457
29.5,500,1671.023837
74.0,500,1676.858952
94.0,501,1682.676598
40.25,500,1688.512701
36.75,499,1694.357615
37.0,498,1700.190736
49.25,501,1706.066855
32.0,498,1711.888349
0.0,498,1717.67969
34.75,499,1723.473118
31.75,498,1729.280076
42.75,498,1735.087773
49.75,500,1740.919264
34.5,498,1746.712111
50.0,500,1752.515928
86.0,499,1758.294389
66.5,501,1764.129255
84.75,501,1769.935222
41.25,501,1775.733434
34.0,499,1781.537444
44.5,501,1787.386018
37.25,499,1793.206787
42.75,501,1799.058827
59.5,500,1804.899653
42.75,500,1810.740415
35.5,500,1816.578962
69.5,501,1822.432927
73.25,501,1828.314276
52.75,499,1834.123242
54.5,501,1839.995177
42.75,500,1845.82958
50.5,500,1851.690235
59.25,500,1857.537407
39.25,500,1863.369761
45.5,499,1869.181048
43.75,500,1874.997615
48.5,501,1880.839121
26.0,501,1886.646558
43.0,501,1892.466604
28.25,499,1898.280424
50.0,499,1904.085026
37.5,499,1909.898217
46.5,501,1915.740474
58.25,501,1921.608646
70.25,501,1927.465712
77.5,499,1933.262977
78.0,500,1939.072295
76.5,501,1944.921912
70.25,499,1950.731816
58.25,500,1956.54837
47.75,500,1962.333466
96.25,501,1968.155586
60.25,501,1974.009485
69.25,499,1979.810206
77.25,501,1985.649047
40.5,499,1991.478062
107.25,501,1997.312165
86.25,501,2003.158581
101.5,501,2008.97453
66.75,500,2014.754011
75.25,500,2020.574216
110.25,499,2026.371197
95.5,501,2032.193464
107.0,499,2037.994985
98.0,501,2043.873588
114.75,501,2049.726518
69.5,501,2055.527247
58.25,499,2061.319112
58.5,499,2067.136019
53.75,501,2072.957532
60.0,501,2078.765755
62.0,499,2084.553845
54.5,500,2090.390286
41.25,499,2096.20376
53.25,501,2102.032098
59.75,500,2107.845553
53.75,501,2113.693092
58.0,499,2119.510947
40.75,501,2125.305557
5.0,499,2131.074604
79.5,501,2136.905209
101.0,499,2142.72522
82.5,499,2148.549406
60.75,501,2154.367728
110.75,500,2160.179347
86.0,499,2166.024527
113.25,499,2171.883042
113.25,499,2177.69836
124.75,501,2183.592002
137.75,500,2189.455696
107.5,501,2195.342811
96.5,501,2201.243289
112.5,499,2207.129056
113.0,501,2212.980332
51.5,500,2218.788773
135.75,500,2224.671974
79.5,499,2230.474332
81.5,501,2236.323579
16.0,500,2242.131755
25.5,499,2247.918071
89.25,499,2253.774889
115.5,500,2259.643449
154.75,501,2265.572807
114.25,499,2271.413472
144.0,501,2277.357941
128.75,499,2283.211283
109.0,501,2289.105759
113.75,501,2294.929554
92.25,500,2300.747886
168.0,501,2306.682109
0.0,499,2312.558623
135.5,501,2318.513835
105.25,501,2324.355791
68.0,501,2330.198898
123.5,500,2336.059767
68.75,501,2341.919134
63.25,501,2347.776786
94.0,501,2353.619376
158.25,500,2359.553659
141.75,501,2365.494323
154.25,501,2371.439291
91.25,500,2377.321624
65.0,501,2383.250062
134.0,500,2389.118052
119.5,501,2394.99018
95.75,501,2400.83517
120.0,501,2406.69695
185.5,500,2412.601844
164.25,500,2418.56608
123.5,500,2424.444934
147.75,501,2430.454782
16.0,500,2436.400828
120.5,501,2442.341638
180.25,500,2448.356633
102.25,500,2454.289465
89.75,501,2460.257201
107.25,500,2466.183125
199.25,501,2472.183734
150.5,501,2478.174893
100.25,501,2484.129772
137.25,500,2490.15032
26.25,500,2496.134607
78.0,501,2502.150051
89.75,501,2508.030598
71.5,501,2513.890239
146.75,501,2519.796365
99.0,501,2525.706671
94.25,501,2531.631801
36.5,501,2537.430237
92.0,500,2543.160779
116.0,501,2549.193207
153.75,500,2555.153563
114.75,500,2561.149382
58.75,500,2567.060045
223.25,500,2573.032811
96.5,500,2578.99622
118.75,500,2584.928555
146.0,501,2590.88858
174.75,500,2596.857411
59.25,500,2602.77349
82.0,500,2608.634924
175.0,501,2614.587041
117.5,500,2620.540408
126.75,500,2626.513509
91.25,500,2632.419544
140.75,501,2638.324296
102.75,500,2644.253897
113.0,501,2650.110136
142.5,500,2656.014601
72.25,500,2661.924019
176.5,500,2667.874667
187.25,501,2673.818388
103.25,501,2679.710249
123.75,500,2685.621191
130.75,500,2691.572689
67.5,500,2697.471426
188.5,500,2703.406051
80.75,501,2709.337821
164.75,501,2715.358805
132.0,500,2721.349007
43.0,501,2727.294097
175.75,501,2733.256978
176.75,501,2739.229252
154.5,501,2745.179493
129.75,501,2751.170356
157.5,501,2757.159894
163.75,500,2763.14988
201.75,500,2769.104401
122.25,501,2775.125354
161.25,500,2781.089769
146.25,500,2787.076493
132.0,501,2793.085606
137.75,500,2799.032022
115.75,501,2804.928739
177.0,501,2810.929792
118.75,501,2816.912001
121.25,501,2822.875531
