#{"t_start": 1541020028.344268, "env_id": "MicropolisEnv-v0"}
r,l,t
0.0,500,9.721635
0.0,499,15.407199
4.0,498,21.12513
0.0,500,26.798608
2.0,499,32.44699
0.0,498,38.101079
0.0,501,43.809987
4.0,500,49.482165
1.0,498,55.124208
0.0,501,60.950536
0.0,500,66.727866
4.0,500,72.43558
1.0,497,78.133981
4.0,499,83.841897
0.0,497,89.517633
5.25,501,95.249255
3.0,498,100.949229
0.0,496,106.64597
3.0,498,112.378727
8.75,496,118.126244
6.5,501,123.863213
6.25,497,129.601614
16.5,500,135.375932
23.0,501,141.160319
22.0,500,146.955638
18.5,501,152.807632
27.0,497,158.546448
42.0,496,164.288984
29.25,501,170.119682
0.0,498,175.964093
26.75,498,181.797563
35.0,498,187.607177
26.25,498,193.431895
0.0,501,199.268393
25.0,497,205.093101
32.75,498,210.911183
31.5,497,216.736101
33.75,499,222.546252
36.0,501,228.377626
30.0,499,234.220123
36.75,497,240.006193
30.5,499,245.847153
46.75,499,251.668871
33.75,498,257.492792
30.0,500,263.322568
26.75,498,269.124185
33.0,501,274.97736
25.75,496,280.772397
32.0,500,286.591799
30.0,496,292.343543
35.25,498,298.152436
34.0,501,303.999228
15.5,499,309.869784
21.75,497,315.657544
24.75,498,321.494441
38.25,499,327.312968
25.5,497,333.123863
35.5,499,338.965896
32.25,500,344.798355
41.25,501,350.636184
33.5,498,356.459813
27.5,497,362.269602
39.75,501,368.129954
21.75,499,373.997921
39.0,501,379.846854
27.75,497,385.650093
44.0,499,391.503069
31.75,497,397.339188
34.0,500,403.197991
36.5,499,409.03416
39.5,497,414.848086
44.25,501,420.70569
34.0,498,426.497743
41.75,500,432.372573
36.5,498,438.217611
28.75,496,444.016416
32.25,499,449.831329
40.5,497,455.658177
42.5,501,461.459877
42.0,501,467.313358
32.75,496,473.107186
21.5,497,478.922596
40.0,500,484.784757
44.25,499,490.627578
35.75,499,496.425205
34.25,498,502.261221
45.5,499,508.055093
42.75,500,513.928639
50.75,501,519.95535
42.0,501,525.878635
44.0,500,531.681416
43.0,500,537.489992
41.0,501,543.331681
19.0,496,549.095843
30.75,498,554.91037
30.5,499,560.727828
34.0,500,566.546688
29.25,499,572.393397
45.75,500,578.185859
41.0,498,583.969365
37.75,498,589.767768
37.5,497,595.51769
34.5,498,601.31607
44.0,497,607.110204
44.25,501,612.943105
26.0,500,618.758955
40.0,499,624.58076
46.5,500,630.413862
31.25,499,636.200743
47.5,498,642.035395
36.5,498,647.798134
22.75,498,653.622432
38.0,498,659.391642
55.5,499,665.153985
45.0,501,670.967916
21.75,497,676.772976
46.5,498,682.574681
55.25,501,688.405703
36.5,500,694.226847
37.75,497,700.026182
36.25,498,705.852981
36.0,500,711.652921
44.5,501,717.473149
33.25,499,723.259237
32.75,499,729.022887
33.5,499,734.813662
30.25,497,740.618437
34.0,498,746.389395
24.75,498,752.177571
43.5,500,758.013192
45.5,500,763.818212
38.75,501,769.642076
36.0,498,775.447322
35.5,497,781.222179
51.75,500,787.043201
45.75,497,792.829617
41.0,500,798.662606
57.75,499,804.506462
37.25,498,810.289799
37.75,501,816.099661
43.75,501,821.922194
47.5,501,827.727858
31.0,497,833.53583
48.75,499,839.321481
36.25,500,845.114947
33.5,497,850.896813
38.0,500,856.709862
34.75,500,862.499124
42.75,498,868.28402
31.25,498,874.061548
45.25,500,879.870343
31.25,499,885.697984
46.5,501,891.502397
35.25,500,897.332516
19.75,497,903.123075
37.5,497,908.832259
42.75,501,914.643126
38.75,497,920.427989
35.25,498,926.173009
34.25,497,931.950549
35.0,499,937.700289
38.0,500,943.512852
41.5,497,949.3205
25.5,499,955.144001
42.25,501,960.968405
40.0,498,966.767066
26.0,497,972.580475
44.25,500,978.416356
40.25,501,984.21596
39.75,499,990.038317
34.75,497,995.823705
37.75,498,1001.593232
47.25,499,1007.407564
30.75,497,1013.275095
30.25,497,1019.078806
42.25,498,1024.879606
38.75,501,1030.728661
20.75,497,1036.512749
50.75,501,1042.344355
41.5,498,1048.12075
48.25,501,1053.969342
47.75,499,1059.742897
42.0,500,1065.559052
38.5,498,1071.354229
32.0,499,1077.156668
44.0,501,1082.959479
40.0,498,1088.754112
37.5,497,1094.531438
42.5,501,1100.342564
40.0,501,1106.176736
39.0,499,1111.991925
55.0,498,1117.809745
43.5,501,1123.642889
43.75,501,1129.436513
47.0,498,1135.249541
43.25,500,1141.097042
34.0,499,1146.891796
27.0,499,1152.653125
26.25,497,1158.468487
46.5,498,1164.262629
46.25,501,1170.093045
45.0,501,1175.909799
51.5,500,1181.72502
34.5,499,1187.532478
38.25,501,1193.348785
33.5,500,1199.151838
36.75,498,1204.956137
32.0,499,1210.795186
57.75,499,1216.571312
30.75,500,1222.379017
41.25,499,1228.203273
37.75,498,1233.998941
38.0,500,1239.81632
34.75,498,1245.654808
71.5,499,1251.494067
45.75,501,1257.342266
37.0,500,1263.162421
45.25,501,1269.006664
37.0,501,1274.841444
