#{"t_start": 1541020028.349461, "env_id": "MicropolisEnv-v0"}
r,l,t
0.0,499,9.69714
4.0,496,15.314129
0.0,498,21.047306
0.0,497,26.658229
0.0,497,32.304936
2.0,499,37.967431
2.25,496,43.609966
4.0,498,49.242362
1.0,496,54.883909
4.0,501,60.701771
0.0,499,66.47832
1.5,498,72.167988
0.0,501,77.911587
4.0,497,83.59446
4.0,496,89.25881
0.0,498,94.947196
4.0,496,100.635553
0.0,500,106.382207
0.0,501,112.150788
2.0,499,117.912146
2.75,498,123.627961
6.0,499,129.385607
6.0,496,135.108564
19.75,501,140.916377
22.0,500,146.724448
25.5,501,152.5305
29.25,501,158.339949
23.0,501,164.146675
29.5,501,169.983507
32.0,499,175.840574
25.25,497,181.662889
33.25,500,187.500416
24.0,497,193.296823
34.0,497,199.082959
34.5,496,204.903856
36.25,497,210.702937
37.5,500,216.551309
30.75,496,222.339343
28.25,498,228.142431
29.0,500,233.964467
30.0,501,239.810397
27.5,498,245.67721
39.5,499,251.479418
22.0,499,257.307535
53.75,498,263.128602
38.0,501,268.972549
37.25,499,274.779887
23.75,497,280.584319
30.5,499,286.393098
24.0,497,292.171823
35.25,501,297.999192
27.75,499,303.818776
36.5,499,309.697265
34.0,501,315.525504
22.5,497,321.361284
34.0,500,327.212162
21.0,498,333.01246
37.0,501,338.888561
40.0,500,344.717506
42.0,500,350.556353
28.75,496,356.353449
39.0,497,362.141712
23.5,497,367.975396
31.75,498,373.815383
27.75,499,379.651969
38.5,498,385.490239
35.5,499,391.319924
43.5,498,397.148877
38.0,496,402.962528
26.5,496,408.766873
40.75,498,414.606201
43.0,499,420.44755
34.0,498,426.204712
44.75,497,432.048817
44.75,501,437.948139
34.25,496,443.747568
38.0,500,449.575021
41.5,498,455.418657
42.75,501,461.224219
42.75,500,467.058548
17.5,496,472.856008
40.75,499,478.694938
41.0,498,484.540935
31.0,498,490.379511
43.75,501,496.183784
23.0,496,502.01354
30.0,497,507.768093
44.25,501,513.630893
40.75,501,519.668014
40.0,501,525.616842
35.25,500,531.421438
40.5,501,537.231604
19.0,497,543.025696
36.5,500,548.836341
32.0,499,554.65886
24.75,497,560.439697
34.75,499,566.244421
41.0,496,572.069214
44.0,501,577.880044
41.0,499,583.669009
30.25,497,589.464472
36.75,497,595.219853
54.75,499,601.029374
43.0,501,606.87268
40.25,499,612.670058
35.25,497,618.46133
36.75,499,624.277105
39.0,500,630.108326
34.25,499,635.894675
30.75,497,641.693587
46.0,501,647.525311
25.25,497,653.323854
24.75,498,659.110358
29.75,498,664.849136
36.0,500,670.64126
26.0,497,676.452718
45.25,501,682.292797
21.0,500,688.105776
33.0,500,693.926549
46.25,499,699.76198
28.5,497,705.571072
30.5,497,711.328192
44.75,501,717.168144
48.5,500,722.957715
41.25,498,728.711668
47.0,500,734.515119
53.25,497,740.311464
49.25,501,746.122926
43.25,499,751.934504
42.75,498,757.709663
58.0,498,763.501498
33.0,499,769.328899
35.25,500,775.139522
45.25,499,780.924335
58.5,498,786.729009
53.25,500,792.561396
36.0,499,798.38025
41.5,501,804.242568
41.0,500,810.048998
26.0,498,815.832396
30.25,498,821.622005
47.0,500,827.413255
40.25,499,833.242615
45.75,501,839.047917
46.75,500,844.826638
35.25,498,850.636067
36.0,500,856.451876
35.0,497,862.197767
41.0,501,868.013837
44.5,501,873.855004
48.5,501,879.662333
51.0,497,885.453126
33.25,497,891.230462
32.25,500,897.060344
33.25,497,902.836121
25.5,499,908.585941
44.0,499,914.370407
29.25,497,920.128222
30.75,497,925.857426
26.5,501,931.699449
36.5,501,937.489401
33.25,497,943.252763
36.5,499,949.075941
37.75,498,954.881496
47.25,499,960.67578
47.25,501,966.539537
30.5,500,972.359024
34.75,499,978.188649
34.25,498,983.970697
44.25,500,989.786014
25.0,498,995.601566
43.0,500,1001.390649
42.0,499,1007.198331
38.0,500,1013.096966
41.5,500,1018.943763
43.75,499,1024.75232
31.0,499,1030.58696
47.0,499,1036.38795
34.25,499,1042.214712
39.75,499,1047.996238
47.0,498,1053.787431
50.5,498,1059.577718
33.25,497,1065.342669
40.25,497,1071.102578
38.25,498,1076.889408
36.75,500,1082.688153
55.75,500,1088.514768
23.25,498,1094.310366
54.0,498,1100.089843
38.25,501,1105.903918
35.0,497,1111.701023
33.5,497,1117.503167
33.0,498,1123.313315
45.5,501,1129.108601
37.5,501,1134.9474
28.25,499,1140.778986
39.75,500,1146.590342
10.75,497,1152.34393
41.25,500,1158.158883
45.5,497,1163.981683
37.5,499,1169.770082
36.5,499,1175.556566
48.0,499,1181.359831
43.5,500,1187.176922
37.25,500,1192.990024
36.75,500,1198.785554
43.5,501,1204.635643
38.75,501,1210.506826
26.5,500,1216.305429
64.75,499,1222.074755
32.0,499,1227.905065
43.0,501,1233.741692
49.75,501,1239.585246
59.0,499,1245.398113
35.25,498,1251.235345
49.0,500,1257.086138
40.0,499,1262.895633
41.5,500,1268.744261
46.25,499,1274.55224
43.25,500,1280.387282
53.0,498,1286.192667
35.0,499,1292.014513
54.75,500,1297.872395
45.75,500,1303.734225
36.0,500,1309.586958
45.25,500,1315.413794
14.0,498,1321.247499
43.75,500,1327.064929
37.25,498,1332.875546
39.5,498,1338.688099
35.25,498,1344.510592
52.0,499,1350.370358
33.75,498,1356.183832
50.75,498,1361.971819
35.0,501,1367.835652
47.5,501,1373.685436
28.75,499,1379.510571
37.0,499,1385.317785
31.5,499,1391.158185
51.25,501,1397.019412
39.0,501,1402.879787
27.5,500,1408.740155
48.0,501,1414.587963
31.5,500,1420.419993
45.25,500,1426.266569
40.25,498,1432.068972
35.75,499,1437.895221
43.5,500,1443.711465
31.5,500,1449.552653
38.75,500,1455.373677
45.0,501,1461.256398
24.0,499,1467.072164
43.25,499,1472.890269
34.5,499,1478.728628
47.0,501,1484.566199
32.0,499,1490.389164
44.75,501,1496.228891
50.5,501,1502.058288
41.5,498,1507.855053
36.25,500,1513.662891
43.5,499,1519.500204
43.75,501,1525.345287
51.5,499,1531.172257
42.25,500,1536.992949
45.75,501,1542.811256
39.0,501,1548.644107
65.5,498,1554.460596
38.5,499,1560.264461
33.0,498,1566.095765
31.75,499,1571.916948
44.5,501,1577.765271
44.75,499,1583.596083
60.25,498,1589.420622
37.0,500,1595.252884
20.0,498,1601.085889
51.0,499,1606.935509
32.5,498,1612.760248
36.5,500,1618.622248
42.25,501,1624.507278
45.75,501,1630.360174
34.75,499,1636.197085
44.25,501,1642.028524
42.0,501,1647.866766
45.75,498,1653.699706
59.0,499,1659.482869
81.25,498,1665.309326
82.5,500,1671.132549
71.0,501,1676.975573
57.25,501,1682.795558
44.25,500,1688.632537
36.5,498,1694.465297
46.5,499,1700.302344
28.5,499,1706.166009
45.0,501,1712.0149
24.25,500,1717.850665
61.5,500,1723.653846
32.25,498,1729.431617
51.25,499,1735.258759
28.25,498,1741.084711
45.25,498,1746.848775
66.75,501,1752.682885
41.5,501,1758.471162
122.0,500,1764.301682
51.5,500,1770.101516
40.75,501,1775.901613
41.75,501,1781.721266
55.0,499,1787.553136
70.75,501,1793.384441
37.75,500,1799.233246
40.25,501,1805.088029
49.0,501,1810.949259
