#{"t_start": 1541020028.342614, "env_id": "MicropolisEnv-v0"}
r,l,t
0.0,497,9.674267
4.0,501,15.388976
4.0,496,21.071867
0.0,501,26.743193
4.0,497,32.388587
0.0,500,38.086128
0.0,501,43.785036
0.0,499,49.445295
0.0,500,55.112465
0.5,499,60.918831
0.0,496,66.638123
4.0,496,72.29769
4.0,498,78.015832
0.0,501,83.754209
4.0,499,89.438673
0.75,497,95.110273
0.5,496,100.790848
3.0,499,106.522771
0.0,501,112.29245
0.0,500,118.081983
7.5,496,123.765301
5.75,497,129.518968
14.5,496,135.218049
12.25,496,140.949742
24.75,500,146.758714
15.5,500,152.561193
30.5,500,158.367049
22.25,499,164.143511
32.75,501,169.976571
33.0,499,175.828992
34.75,500,181.696207
31.0,501,187.540289
32.75,496,193.328881
30.25,498,199.1448
25.75,500,205.010022
20.0,496,210.784479
36.25,499,216.634099
54.0,496,222.41881
25.75,496,228.180151
20.0,498,233.980581
22.0,496,239.743507
30.75,498,245.612801
51.5,498,251.405159
12.75,496,257.205617
22.25,496,262.992737
34.25,499,268.816114
31.5,497,274.602171
35.5,498,280.422215
29.25,500,286.262461
38.5,501,292.082203
26.25,496,297.8404
35.75,499,303.668694
36.75,500,309.545302
27.75,498,315.343559
35.0,501,321.218124
26.0,499,327.045233
29.75,496,332.856546
29.0,499,338.656082
31.5,500,344.49987
37.0,500,350.32812
43.5,501,356.209646
35.0,499,362.024961
41.75,501,367.902128
17.0,496,373.720829
34.25,496,379.510552
40.5,499,385.354316
27.25,497,391.168699
37.25,497,396.99285
46.25,501,402.860578
40.0,497,408.696222
40.75,500,414.562585
41.75,501,420.409963
13.5,497,426.18095
46.0,498,432.015628
34.5,499,437.888206
26.5,498,443.733153
27.75,500,449.553266
40.25,496,455.364366
38.25,500,461.155421
30.25,498,466.967637
28.5,499,472.79939
38.0,500,478.635923
30.75,496,484.470808
38.75,500,490.356188
38.25,498,496.108955
44.75,499,501.967343
21.5,497,507.71568
38.75,497,513.544084
38.25,500,519.559611
42.75,501,525.512496
44.5,501,531.318958
50.5,500,537.119901
29.25,497,542.923838
30.25,496,548.683457
39.5,496,554.472037
41.25,499,560.28308
26.75,497,566.060482
43.25,501,571.923409
42.25,496,577.670978
55.75,498,583.468265
46.25,501,589.29398
33.0,498,595.09117
47.25,501,600.919277
46.75,501,606.745711
1.0,498,612.540427
29.0,497,618.333786
42.0,500,624.141628
24.75,498,629.963857
31.25,500,635.765197
43.25,500,641.612614
37.75,501,647.426621
44.5,501,653.27932
38.75,497,659.050624
34.0,498,664.794924
38.25,501,670.615426
24.5,498,676.423707
46.5,501,682.259871
42.5,500,688.072673
32.75,499,693.873957
29.25,497,699.684267
41.0,500,705.548626
29.75,497,711.313582
13.25,499,717.104177
44.75,497,722.849013
30.75,498,728.632005
45.5,499,734.431079
39.75,499,740.227631
47.5,501,746.034238
49.75,497,751.815684
34.75,499,757.624833
57.75,497,763.400197
39.0,500,769.227018
40.5,500,775.040212
34.75,499,780.837702
32.25,497,786.630776
38.5,500,792.444647
35.0,497,798.252405
49.25,501,804.110062
44.0,499,809.924261
33.0,500,815.70878
37.25,500,821.547817
36.0,499,827.323961
5.0,501,833.16994
39.25,500,838.967801
31.25,499,844.744653
43.25,500,850.560505
41.75,500,856.372591
48.25,498,862.138055
25.25,498,867.920674
44.0,501,873.740417
50.0,500,879.559254
50.75,501,885.391175
35.75,498,891.177988
23.0,497,896.957002
34.75,501,902.793726
39.5,498,908.542892
44.5,501,914.335269
30.0,498,920.119137
41.75,498,925.8643
33.5,500,931.666572
47.5,498,937.429629
43.75,501,943.259437
36.25,499,949.082622
45.75,501,954.916537
34.0,500,960.740994
26.0,498,966.558032
47.75,499,972.36587
40.0,497,978.170704
37.75,497,983.922501
26.5,497,989.71603
33.0,497,995.498439
40.0,498,1001.27591
44.25,499,1007.096423
31.25,497,1012.954092
46.5,498,1018.788562
37.75,499,1024.574889
40.75,497,1030.378979
38.75,498,1036.155901
51.0,501,1042.019543
32.25,498,1047.784993
48.75,498,1053.590226
29.25,497,1059.356714
30.25,500,1065.171326
43.0,497,1070.948866
26.75,498,1076.716699
41.5,500,1082.518007
39.75,499,1088.342751
39.75,501,1094.159294
42.25,500,1099.959665
30.75,500,1105.782057
22.25,500,1111.591269
47.25,499,1117.437375
39.75,500,1123.260798
32.5,500,1129.046504
31.75,499,1134.862155
41.5,501,1140.715286
39.5,501,1146.540022
28.0,499,1152.329636
43.25,499,1158.133107
61.25,498,1163.952712
46.0,501,1169.776655
35.5,500,1175.595585
45.0,501,1181.412013
51.0,500,1187.228861
43.0,501,1193.049365
36.25,499,1198.835391
41.25,499,1204.670373
41.75,499,1210.479446
57.0,498,1216.258453
51.75,498,1222.035235
36.75,500,1227.88449
42.25,500,1233.701382
35.5,498,1239.48979
32.0,500,1245.326506
36.75,500,1251.180756
45.0,501,1257.039085
35.5,498,1262.837686
45.75,498,1268.675263
71.5,498,1274.460884
42.0,501,1280.295254
38.5,498,1286.115293
30.25,498,1291.931216
45.0,500,1297.791044
47.75,501,1303.665318
47.5,500,1309.516214
33.25,498,1315.310156
43.5,501,1321.191787
39.25,500,1327.009526
36.75,500,1332.857244
45.5,501,1338.694884
51.5,501,1344.565004
51.75,501,1350.445745
52.75,501,1356.294038
62.75,499,1362.108279
39.25,500,1367.936473
44.75,500,1373.784323
35.75,499,1379.608629
34.0,500,1385.452138
45.75,498,1391.270135
49.75,501,1397.131773
39.75,500,1402.964625
31.75,499,1408.805347
39.75,501,1414.663305
38.75,501,1420.501229
47.75,500,1426.353559
40.0,500,1432.186968
42.25,499,1438.007903
44.25,501,1443.833985
48.25,501,1449.676859
