#{"t_start": 1541020028.3400426, "env_id": "MicropolisEnv-v0"}
r,l,t
0.0,498,9.686192
4.0,496,15.307754
6.0,498,21.04489
4.0,500,26.711577
4.0,496,32.327673
0.0,499,37.99614
0.0,499,43.699518
0.0,498,49.323497
1.75,500,55.004412
2.0,501,60.82222
0.0,497,66.564069
0.0,496,72.227074
4.0,497,77.920877
0.0,500,83.638175
4.0,496,89.320913
4.0,498,94.989682
4.75,498,100.717236
0.0,501,106.455834
0.0,500,112.229327
0.0,500,117.994395
0.0,496,123.691596
2.5,501,129.476295
12.5,500,135.257739
26.75,499,141.032373
22.75,498,146.815245
17.0,500,152.61696
14.75,496,158.349275
21.75,496,164.085111
23.75,497,169.873208
33.5,500,175.728219
28.0,498,181.561889
36.5,501,187.408397
32.0,499,193.243834
37.75,499,199.065522
37.5,498,204.913006
67.0,496,210.69267
23.5,496,216.477252
30.25,496,222.281437
28.5,497,228.085648
36.25,501,233.905977
17.25,496,239.670424
27.25,497,245.517085
27.0,499,251.331417
19.5,496,257.116049
31.25,498,262.940342
38.25,499,268.760508
27.5,497,274.551692
36.0,500,280.380914
24.75,497,286.196428
28.25,500,292.010802
38.75,500,297.817837
23.75,498,303.619083
41.5,497,309.476027
26.0,499,315.283017
38.0,499,321.122033
36.75,501,326.962166
34.75,497,332.80164
34.75,501,338.627612
26.0,497,344.430001
35.5,497,350.228013
31.25,496,356.035835
30.25,496,361.834412
40.25,500,367.673671
34.0,498,373.52932
47.0,500,379.381058
42.75,501,385.242878
38.75,500,391.090594
33.5,497,396.89485
43.5,498,402.749176
44.0,501,408.623514
40.5,498,414.475533
35.0,498,420.270642
9.75,498,426.068133
28.5,499,431.920559
40.25,501,437.800325
16.0,497,443.633723
34.0,499,449.433673
42.75,500,455.283775
31.0,497,461.067637
31.75,499,466.869808
22.0,499,472.715719
56.75,497,478.543147
40.5,501,484.414882
46.5,497,490.231641
14.75,497,496.021691
30.75,499,501.847127
31.0,498,507.637792
15.75,499,513.478976
28.0,499,519.483894
36.5,497,525.371572
34.25,499,531.171288
43.75,501,536.974947
38.75,498,542.783395
30.0,497,548.552619
54.5,498,554.375339
34.0,496,560.149324
40.5,497,565.934504
43.0,500,571.785351
32.0,498,577.559596
43.5,498,583.349494
28.0,499,589.162731
29.5,499,594.95688
25.75,499,600.763699
36.5,497,606.54859
46.5,499,612.355966
29.5,499,618.182337
25.5,498,623.951801
39.0,499,629.791013
37.0,500,635.592435
38.25,499,641.434265
36.0,500,647.231656
39.75,497,653.02903
38.25,497,658.811755
33.75,498,664.555873
39.25,497,670.322587
32.25,501,676.176403
44.5,500,681.998865
37.0,497,687.760665
30.5,498,693.567013
37.5,499,699.373952
48.5,497,705.203407
46.75,497,710.988121
43.0,499,716.76799
30.25,500,722.550817
39.0,497,728.329562
37.0,499,734.130507
46.5,500,739.957458
25.25,497,745.704489
44.75,501,751.524672
41.25,497,757.325108
41.5,501,763.15489
33.5,501,768.974616
42.0,499,774.790063
46.25,501,780.596194
56.0,499,786.422872
26.75,499,792.231453
40.25,501,798.074827
41.25,500,803.916223
37.25,497,809.694374
29.0,498,815.468206
46.25,501,821.309165
33.5,500,827.101538
47.75,499,832.924032
43.0,500,838.719419
24.0,497,844.469168
33.75,498,850.270273
29.25,500,856.079194
53.5,497,861.8343
42.0,497,867.607633
42.5,500,873.423071
46.75,498,879.208243
32.5,499,885.006724
33.75,499,890.821184
42.25,501,896.650162
29.5,498,902.449208
18.25,500,908.214406
28.5,499,913.977204
32.0,499,919.769919
36.25,499,925.556299
39.0,500,931.356763
45.25,501,937.140578
39.0,501,942.95727
32.5,499,948.780224
6.0,500,954.608806
47.0,500,960.426836
39.25,500,966.254752
38.0,499,972.05742
39.75,498,977.888488
29.75,497,983.653402
33.5,500,989.469318
36.25,497,995.263561
40.0,499,1001.057841
38.25,499,1006.858848
38.5,497,1012.726712
29.5,498,1018.563378
38.5,500,1024.381131
48.25,501,1030.214477
32.75,497,1036.012243
51.25,501,1041.848455
34.0,499,1047.649352
60.5,501,1053.469909
32.0,498,1059.244589
58.5,497,1065.042922
51.0,501,1070.849219
23.75,500,1076.653443
44.75,501,1082.461953
38.75,501,1088.293597
38.5,497,1094.088007
39.75,501,1099.890345
42.75,498,1105.695517
30.0,497,1111.46543
40.25,498,1117.300009
52.5,497,1123.084991
39.75,498,1128.860931
49.75,500,1134.684097
36.75,501,1140.535906
50.0,500,1146.344943
41.25,499,1152.144358
40.75,501,1157.952205
49.25,498,1163.770841
34.75,500,1169.572027
27.25,500,1175.386507
36.75,499,1181.188084
42.5,500,1187.007001
37.5,499,1192.81687
39.25,500,1198.607155
39.25,499,1204.443357
21.0,499,1210.26439
29.75,500,1216.060105
43.25,498,1221.827834
56.75,501,1227.675274
39.75,499,1233.486492
36.75,500,1239.312039
28.75,499,1245.136843
46.25,499,1250.98743
45.75,499,1256.827824
28.25,499,1262.617837
51.5,501,1268.500597
38.5,499,1274.286207
39.0,499,1280.112019
41.5,500,1285.939975
35.5,499,1291.771152
67.25,499,1297.625595
41.25,500,1303.485176
39.0,500,1309.331759
40.25,500,1315.165985
33.0,499,1321.010684
39.0,501,1326.831487
42.0,498,1332.648516
55.5,501,1338.51224
49.5,500,1344.358331
30.75,499,1350.202013
50.25,499,1356.022974
40.75,499,1361.841944
39.0,499,1367.665843
42.25,499,1373.508149
50.25,501,1379.349048
53.5,500,1385.175634
28.0,498,1390.991767
50.0,500,1396.844805
45.5,501,1402.70056
37.75,499,1408.529329
32.25,498,1414.344518
68.25,498,1420.172613
39.0,501,1426.028127
38.75,499,1431.856824
35.5,498,1437.656166
50.25,500,1443.470728
47.75,500,1449.310128
61.5,500,1455.124976
39.5,501,1460.997596
40.5,498,1466.813617
33.5,498,1472.626769
45.0,501,1478.479249
35.75,498,1484.283587
41.0,501,1490.139346
36.25,500,1495.954584
26.25,499,1501.757186
26.0,499,1507.565177
41.5,500,1513.369526
48.0,500,1519.209027
54.75,498,1525.050845
29.75,501,1530.881295
37.5,498,1536.687914
33.75,499,1542.472695
31.25,498,1548.285023
44.0,500,1554.116014
60.75,498,1559.928379
36.25,500,1565.783047
37.25,501,1571.619417
43.0,499,1577.44537
44.0,501,1583.297203
46.25,501,1589.165137
46.75,501,1594.99017
47.0,500,1600.843483
38.25,498,1606.684883
43.25,498,1612.522418
43.25,499,1618.360136
42.75,498,1624.212402
41.75,501,1630.064087
38.75,499,1635.901179
25.25,498,1641.684929
44.0,499,1647.520461
47.75,501,1653.371858
81.0,498,1659.165751
55.0,499,1664.995877
50.75,498,1670.786855
62.5,500,1676.621469
54.25,499,1682.435657
43.0,501,1688.265996
38.0,499,1694.111992
29.0,500,1699.956645
52.75,498,1705.812783
36.5,500,1711.65364
45.0,501,1717.484097
35.25,498,1723.276467
37.0,498,1729.069017
45.0,501,1734.911516
37.75,499,1740.738857
49.25,501,1746.556889
42.75,500,1752.36283
68.75,499,1758.139311
67.0,499,1763.956102
39.75,501,1769.764771
35.25,499,1775.540485
42.0,499,1781.345308
67.25,499,1787.183787
50.75,500,1793.01175
41.0,499,1798.83277
45.5,500,1804.670208
39.75,499,1810.503197
38.0,499,1816.337996
46.25,499,1822.172621
43.5,500,1828.030771
49.25,501,1833.873638
71.5,501,1839.722292
28.5,499,1845.552812
41.75,501,1851.416079
42.75,500,1857.269265
38.0,501,1863.107784
47.5,501,1868.973934
46.5,500,1874.791565
42.75,500,1880.602802
32.75,499,1886.380547
39.25,500,1892.19089
38.0,500,1898.010419
40.5,500,1903.828367
45.0,501,1909.686923
24.25,499,1915.482142
61.25,501,1921.366333
48.0,501,1927.225035
63.0,501,1933.032738
68.75,499,1938.833367
68.5,499,1944.671755
61.5,501,1950.492957
32.5,500,1956.314155
95.5,500,1962.102301
36.25,500,1967.914315
32.75,499,1973.750181
52.0,499,1979.539987
45.0,501,1985.383285
127.25,499,1991.19325
109.0,499,1997.021375
94.25,501,2002.854978
56.0,501,2008.675698
64.75,499,2014.432382
89.0,500,2020.245919
55.25,500,2026.067991
80.5,501,2031.898731
94.5,501,2037.72466
109.0,499,2043.568876
53.5,500,2049.416268
65.5,499,2055.192723
74.0,500,2060.988143
59.0,500,2066.807234
15.0,499,2072.620395
58.25,500,2078.408451
56.0,499,2084.209582
47.0,499,2090.028794
46.0,500,2095.856438
68.5,501,2101.687658
32.5,499,2107.49819
43.25,501,2113.338559
55.75,499,2119.158624
49.75,500,2124.947491
63.25,501,2130.72613
40.25,500,2136.545464
4.0,499,2142.368078
109.5,499,2148.191574
63.0,499,2153.979716
64.25,501,2159.819216
108.0,500,2165.673896
121.5,501,2171.55867
39.0,499,2177.37514
125.5,500,2183.265796
117.5,500,2189.12797
121.5,500,2194.976247
15.0,499,2200.84232
73.0,499,2206.7394
110.0,501,2212.589089
18.0,499,2218.400231
133.75,501,2224.275929
89.5,501,2230.116516
102.75,499,2235.934689
105.0,501,2241.768763
101.75,499,2247.538833
100.25,499,2253.407413
95.75,501,2259.280979
112.75,499,2265.174455
0.0,499,2271.037587
121.25,499,2276.939558
135.5,499,2282.824045
90.75,500,2288.683588
97.25,499,2294.486037
64.5,500,2300.292085
1.0,499,2306.207473
154.75,501,2312.113698
152.0,500,2318.038733
98.0,500,2323.893831
110.25,499,2329.725646
107.25,501,2335.589835
97.25,500,2341.42359
102.25,501,2347.296416
58.25,501,2353.143311
137.25,501,2359.065676
149.75,500,2365.002961
163.5,500,2370.941603
