#{"t_start": 1541020028.350577, "env_id": "MicropolisEnv-v0"}
r,l,t
0.0,498,9.675639
4.0,498,15.347366
2.0,500,21.107681
0.0,500,26.772036
0.0,496,32.380786
0.0,498,38.032803
0.0,496,43.689159
0.0,500,49.352316
0.0,496,54.965309
4.0,501,60.789396
0.0,498,66.542274
0.0,500,72.269543
3.0,499,77.976064
5.0,500,83.702743
2.0,497,89.380072
0.0,500,95.083423
0.0,501,100.836999
0.0,501,106.587579
6.5,496,112.304311
2.25,496,118.046267
0.0,499,123.757483
8.0,500,129.545464
6.75,501,135.334836
26.75,497,141.080123
16.75,500,146.872392
22.5,501,152.700823
29.5,496,158.442222
22.75,501,164.252707
18.25,498,170.048743
34.25,501,175.912948
30.5,500,181.761247
32.25,500,187.616442
16.25,496,193.414164
40.25,500,199.24102
37.75,499,205.086689
30.75,498,210.904874
29.5,501,216.78501
35.0,500,222.599158
37.0,497,228.403812
21.75,496,234.191007
34.0,498,239.965405
35.5,498,245.82411
39.5,501,251.66293
33.0,501,257.512835
42.0,498,263.331701
22.75,497,269.117842
20.25,497,274.914421
33.25,498,280.726462
10.75,499,286.542593
40.0,501,292.359871
35.0,501,298.204417
44.25,496,303.992918
36.25,497,309.826164
42.0,500,315.667007
34.0,499,321.508849
21.25,497,327.306554
33.0,497,333.117609
24.0,498,338.920472
23.0,496,344.716487
22.75,497,350.502166
29.5,498,356.342656
44.5,501,362.199657
36.5,498,368.013553
30.0,496,373.854128
40.5,496,379.63944
45.75,500,385.502934
34.25,500,391.360668
41.0,501,397.216914
26.0,497,403.036559
35.5,497,408.875937
30.75,497,414.679977
44.5,501,420.535512
28.75,499,426.33179
33.0,497,432.182089
36.5,496,438.007871
39.5,497,443.827041
41.75,500,449.648066
28.25,497,455.482328
42.75,501,461.281203
46.0,501,467.125569
37.75,497,472.928305
27.75,496,478.74205
40.0,499,484.577429
44.75,499,490.438315
32.25,498,496.227741
34.5,498,502.051365
22.75,500,507.841815
42.25,496,513.666087
32.75,497,519.640913
28.0,499,525.565252
46.5,501,531.373818
35.25,499,537.163836
44.75,497,542.960811
23.5,498,548.761482
30.5,500,554.587091
37.5,498,560.374752
51.5,498,566.166346
40.75,501,572.056653
43.0,500,577.839451
46.75,499,583.645006
33.5,498,589.44617
70.25,497,595.205219
43.0,499,601.012798
41.5,498,606.810581
44.75,499,612.608294
42.25,501,618.460209
41.0,498,624.262452
36.75,499,630.084657
42.75,498,635.848392
34.25,500,641.692683
28.75,497,647.46357
22.25,497,653.255949
43.0,498,659.042753
31.75,498,664.787242
26.75,500,670.571382
13.5,497,676.394558
35.0,499,682.217592
34.75,500,688.020693
28.75,500,693.836866
31.25,499,699.642245
24.25,498,705.489714
55.0,500,711.305769
30.5,500,717.113892
44.75,498,722.882836
37.25,498,728.645041
46.75,501,734.458909
39.75,500,740.282291
34.5,501,746.106249
39.75,498,751.885667
44.25,501,757.728949
35.25,498,763.513657
54.75,500,769.348809
45.5,501,775.168767
33.75,497,780.957371
37.5,498,786.739166
30.5,498,792.546849
26.5,499,798.362001
32.0,497,804.174954
48.25,501,809.99562
36.5,500,815.792039
4.75,499,821.611473
38.75,501,827.412021
40.0,501,833.258841
38.25,500,839.058173
42.25,500,844.840916
32.5,498,850.646585
36.5,497,856.412948
38.0,500,862.206069
36.0,498,867.987983
41.75,501,873.810035
55.75,497,879.594189
45.75,500,885.425333
40.75,500,891.229462
35.75,500,897.059259
43.25,500,902.882318
47.0,500,908.641748
38.25,501,914.452564
30.5,500,920.255813
26.75,499,926.022534
54.5,497,931.781212
40.75,501,937.570925
32.0,500,943.38188
38.75,499,949.207908
48.0,501,955.04055
38.75,498,960.842191
28.0,498,966.644074
55.5,499,972.469465
38.5,500,978.307345
49.25,499,984.088043
33.5,497,989.883267
34.5,500,995.71004
51.0,500,1001.495715
36.25,501,1007.343553
45.75,501,1013.25158
28.5,497,1019.059225
40.0,499,1024.873682
35.0,500,1030.710901
32.75,500,1036.523473
49.0,499,1042.337943
38.0,498,1048.114511
38.0,499,1053.921436
41.75,498,1059.712047
46.0,501,1065.53397
49.5,500,1071.348192
34.0,498,1077.135175
43.75,498,1082.894852
43.5,497,1088.683792
31.25,498,1094.474841
39.5,501,1100.28415
55.5,500,1106.110615
41.75,500,1111.927345
38.0,497,1117.744055
40.5,500,1123.569692
39.5,500,1129.351579
37.25,498,1135.148696
31.25,499,1140.986011
36.75,498,1146.7774
46.75,500,1152.562403
41.25,499,1158.389027
30.75,497,1164.18218
42.25,500,1169.985965
39.0,500,1175.792003
31.5,498,1181.595621
44.75,500,1187.412581
39.0,501,1193.229425
42.0,501,1199.038885
43.5,501,1204.881962
43.25,500,1210.724967
33.5,498,1216.498244
32.75,500,1222.307149
46.75,501,1228.146667
54.75,501,1233.981112
45.75,500,1239.794394
28.75,498,1245.633103
55.5,498,1251.446312
31.25,498,1257.278615
42.25,501,1263.1056
45.0,501,1268.949678
47.5,501,1274.797287
48.0,498,1280.599131
43.25,498,1286.425101
38.75,501,1292.263373
63.0,500,1298.11619
47.25,501,1303.984877
35.75,500,1309.837478
39.75,499,1315.66592
51.0,500,1321.506774
44.25,501,1327.341744
31.5,498,1333.166023
37.0,498,1338.965671
50.25,501,1344.864389
53.5,501,1350.729848
42.0,498,1356.528321
50.0,501,1362.371034
45.5,499,1368.172979
28.75,499,1374.026186
56.5,500,1379.852726
46.25,501,1385.700241
42.0,501,1391.5603
45.25,501,1397.420281
40.5,498,1403.224923
34.75,498,1409.060081
34.5,500,1414.895857
30.5,500,1420.730676
41.5,500,1426.579533
49.5,500,1432.417559
55.25,501,1438.248903
35.25,498,1444.057033
39.5,499,1449.878814
35.0,500,1455.710493
39.25,500,1461.582655
44.5,499,1467.370296
38.75,500,1473.209615
37.0,499,1479.051216
43.0,500,1484.872727
40.5,498,1490.690214
11.5,500,1496.52687
32.75,500,1502.347042
52.25,500,1508.14797
44.75,499,1513.962918
31.75,498,1519.761547
46.0,501,1525.604832
43.75,500,1531.443457
32.75,499,1537.250417
37.0,501,1543.070111
35.75,498,1548.874237
35.0,499,1554.706763
30.5,500,1560.540313
31.5,498,1566.352646
40.25,501,1572.202437
40.5,498,1578.015941
40.0,500,1583.855579
39.75,501,1589.71774
38.0,500,1595.54544
41.25,499,1601.401215
33.25,498,1607.23421
46.5,500,1613.091788
41.75,499,1618.949404
39.75,498,1624.770306
59.0,500,1630.616836
46.5,501,1636.461577
40.5,500,1642.288532
48.0,500,1648.130249
71.75,500,1653.972574
36.75,498,1659.771466
37.0,498,1665.597685
64.0,500,1671.408215
36.25,499,1677.222759
51.25,501,1683.053506
24.25,499,1688.866415
34.5,498,1694.703346
40.0,499,1700.549861
43.5,501,1706.420424
32.25,498,1712.251897
39.25,500,1718.074132
49.75,501,1723.890092
17.0,498,1729.674236
60.0,501,1735.540375
39.5,498,1741.33982
42.0,498,1747.116375
52.5,501,1752.929718
66.75,500,1758.717941
58.0,501,1764.550157
60.75,500,1770.347517
37.25,500,1776.142216
60.25,499,1781.949143
33.0,499,1787.785568
51.75,500,1793.602682
26.75,499,1799.444478
42.0,501,1805.302464
39.5,501,1811.145833
56.75,499,1816.97627
64.0,501,1822.829042
55.5,501,1828.691807
34.5,499,1834.516164
52.5,499,1840.360231
45.0,501,1846.205573
34.0,499,1852.049775
49.75,501,1857.906008
47.0,499,1863.734044
47.25,500,1869.571671
44.0,500,1875.383316
44.75,499,1881.189479
35.75,501,1886.997515
37.25,501,1892.834794
32.75,501,1898.655339
35.25,501,1904.477842
45.0,501,1910.337876
50.25,499,1916.128053
46.0,499,1921.975738
72.25,500,1927.82609
44.75,501,1933.642562
99.0,500,1939.446757
68.0,499,1945.282896
50.25,501,1951.107512
51.75,501,1956.956987
52.5,501,1962.746605
55.75,501,1968.573263
79.0,500,1974.416993
73.75,499,1980.21232
92.75,500,1986.044171
74.0,501,1991.889818
98.5,499,1997.707916
62.25,501,2003.540106
78.75,501,2009.340322
61.25,501,2015.135629
61.25,500,2020.953595
94.5,501,2026.8006
87.75,499,2032.579391
74.0,501,2038.42531
67.5,500,2044.283212
95.5,501,2050.124869
67.75,501,2055.941949
38.5,500,2061.728395
21.0,501,2067.561391
65.5,500,2073.372416
40.5,500,2079.169785
63.5,500,2084.969775
60.0,500,2090.806975
61.5,499,2096.628775
69.0,501,2102.447839
47.0,501,2108.272319
82.0,500,2114.123
57.25,501,2119.961522
70.25,499,2125.724327
52.0,501,2131.52528
61.25,500,2137.348813
77.5,501,2143.187006
89.5,500,2149.012516
139.75,499,2154.82023
89.25,501,2160.650366
126.0,499,2166.492536
139.5,499,2172.354406
99.25,501,2178.204131
132.0,499,2184.061501
125.25,500,2189.915916
0.0,500,2195.777461
97.5,501,2201.698411
113.0,501,2207.607434
129.25,500,2213.444587
88.0,499,2219.244703
104.5,500,2225.126959
55.25,500,2230.936313
71.5,499,2236.748485
71.0,499,2242.551815
126.75,501,2248.356133
80.0,501,2254.272024
103.25,499,2260.108411
111.75,499,2266.011466
133.0,501,2271.880824
146.75,499,2277.78788
97.5,501,2283.666691
113.25,500,2289.5421
97.0,499,2295.342189
80.5,500,2301.156654
117.25,499,2307.08164
0.0,500,2312.958658
20.75,499,2318.909494
104.75,499,2324.729584
58.25,500,2330.567414
123.25,501,2336.432304
83.25,501,2342.27287
85.5,501,2348.127331
71.0,501,2353.970845
157.5,501,2359.93189
108.5,500,2365.866965
139.0,500,2371.804944
159.75,501,2377.695344
66.75,501,2383.601999
140.25,501,2389.476951
88.75,501,2395.346161
57.5,500,2401.184119
103.5,501,2407.067227
166.25,501,2412.984878
152.25,500,2418.950752
140.5,500,2424.824187
101.5,501,2430.831151
161.5,500,2436.781709
115.25,500,2442.695648
61.0,500,2448.712334
88.0,501,2454.652565
131.5,501,2460.620519
109.25,501,2466.579315
94.25,500,2472.562551
99.25,500,2478.54743
89.5,500,2484.49771
148.25,501,2490.531627
177.75,501,2496.514125
83.75,501,2502.512747
104.25,500,2508.379564
56.25,500,2514.232554
123.0,501,2520.142789
114.0,501,2526.068645
121.25,501,2531.97523
69.5,501,2537.770558
30.0,500,2543.506322
147.25,501,2549.542804
159.75,501,2555.516942
99.0,501,2561.538984
139.0,500,2567.447555
201.25,501,2573.429224
218.25,500,2579.388977
33.75,500,2585.315227
153.5,500,2591.278903
16.5,500,2597.24275
9.75,501,2603.167837
43.0,501,2609.039357
100.25,500,2614.989934
21.75,500,2620.936607
136.5,500,2626.910587
158.75,500,2632.816512
116.5,501,2638.695838
132.0,500,2644.62044
185.0,501,2650.500313
114.25,501,2656.413615
156.25,501,2662.333577
162.0,501,2668.296248
52.75,500,2674.226027
74.0,500,2680.111841
19.75,501,2686.028924
86.0,500,2691.980071
124.0,500,2697.883229
170.25,500,2703.814418
20.5,501,2709.764184
74.75,500,2715.762119
212.5,500,2721.75128
157.25,501,2727.699957
174.75,501,2733.658609
121.25,501,2739.625102
125.25,500,2745.567074
143.5,500,2751.536565
64.75,500,2757.520931
75.5,500,2763.505644
154.5,500,2769.463292
219.5,501,2775.490288
142.0,500,2781.450039
154.25,501,2787.472284
167.75,501,2793.471321
109.0,500,2799.419184
142.0,501,2805.316794
52.0,501,2811.295146
111.25,500,2817.274149
165.75,500,2823.231124
85.0,500,2829.157289
73.5,501,2835.118377
177.0,500,2841.043108
140.0,500,2846.962222
165.75,501,2852.971464
139.25,501,2858.929032
125.0,501,2864.8613
126.75,500,2870.848951
28.5,500,2876.871053
8.25,500,2882.6479
110.0,501,2888.478719
125.0,501,2894.311845
10.75,501,2900.099313
5.0,500,2905.87472
23.0,500,2911.662582
70.75,501,2917.504234
55.0,501,2923.299874
143.0,501,2929.174188
130.0,501,2935.113898
117.75,501,2941.080373
112.25,501,2946.987202
121.75,501,2952.849041
108.0,501,2958.735137
81.75,501,2964.559925
22.5,501,2970.401829
36.5,501,2976.202117
8.5,501,2982.001554
35.75,501,2987.812682
5.25,501,2993.595403
33.5,501,2999.398115
170.0,501,3005.231087
132.5,501,3011.160995
72.0,501,3017.053674
113.25,501,3022.988466
158.25,501,3028.939645
141.75,501,3034.921494
216.0,501,3040.905555
169.75,501,3046.919075
85.75,501,3052.737661
41.5,501,3058.593705
46.0,501,3064.441745
134.5,501,3070.287055
82.0,501,3076.141428
177.5,501,3082.153233
160.75,501,3088.133171
46.25,501,3094.116536
123.5,501,3099.993298
6.0,501,3105.83771
97.25,501,3111.667452
134.0,501,3117.697101
32.75,501,3123.6396
168.0,501,3129.525093
146.75,501,3135.411904
139.0,501,3141.325627
119.25,501,3147.265475
127.75,501,3153.124339
220.75,501,3158.999719
152.5,501,3164.937314
142.25,501,3170.878719
144.75,501,3176.908678
116.0,501,3182.809681
118.0,501,3188.7654
128.0,501,3194.646304
141.5,501,3200.516101
137.0,501,3206.482812
122.0,501,3212.451098
130.0,501,3218.49318
219.5,501,3224.507629
142.75,501,3230.505793
156.25,501,3236.541764
161.25,501,3242.566334
135.5,501,3248.599428
150.0,501,3254.575903
120.75,501,3260.525096
130.5,501,3266.512143
133.0,501,3272.482608
127.0,501,3278.429582
158.5,501,3284.357012
148.5,501,3290.292772
160.0,501,3296.30118
162.75,501,3302.257142
130.75,501,3308.243259
143.0,501,3314.212197
79.0,501,3320.062575
53.5,501,3325.856589
20.5,501,3331.589135
76.75,501,3337.36265
145.5,501,3343.343548
162.0,501,3349.289748
4.0,501,3355.181553
18.0,501,3360.938465
4.0,501,3366.71077
38.75,501,3372.521389
17.25,501,3378.285102
140.75,501,3384.277273
95.25,501,3390.099779
118.5,501,3396.045319
37.5,501,3401.873649
2.0,501,3407.673218
20.75,501,3413.465266
98.75,501,3419.349541
125.0,501,3425.251226
2.0,501,3431.050665
2.5,501,3436.829212
9.25,501,3442.596116
123.75,501,3448.411774
156.0,501,3454.308793
101.25,501,3460.187682
159.75,501,3466.087146
75.5,501,3471.96649
118.0,501,3477.966146
32.25,501,3483.753165
1.5,501,3489.524866
20.25,501,3495.296484
5.75,501,3501.0093
25.0,501,3506.790766
25.5,501,3512.545181
5.0,501,3518.256401
5.0,501,3523.943624
3.25,501,3529.671949
12.0,501,3535.397197
107.25,501,3541.176525
122.25,501,3547.107701
122.5,501,3552.982084
