#{"t_start": 1541020028.3437037, "env_id": "MicropolisEnv-v0"}
r,l,t
0.0,501,9.754283
4.25,498,15.408062
2.0,501,21.16899
0.75,498,26.812774
1.25,501,32.487798
0.0,501,38.184291
4.0,501,43.904146
4.0,501,49.579693
0.0,501,55.243402
5.0,498,61.045641
0.0,496,66.782548
3.0,497,72.436149
0.0,499,78.155057
4.0,500,83.896346
0.0,499,89.586716
3.25,500,95.305625
0.0,496,100.976833
5.0,497,106.675905
0.0,500,112.448153
0.5,500,118.214887
7.75,501,124.00177
10.25,498,129.725068
15.0,501,135.500409
25.0,496,141.24694
20.0,501,147.054514
24.75,501,152.891973
23.0,496,158.629602
25.0,498,164.394238
27.0,496,170.169204
76.25,499,176.031017
50.75,501,181.883106
37.5,496,187.685083
28.75,497,193.482572
30.75,498,199.28678
47.0,496,205.093545
28.25,497,210.89198
34.25,496,216.711393
31.0,497,222.496511
36.0,501,228.344857
34.5,500,234.180642
23.0,497,239.945645
44.0,496,245.780787
32.5,501,251.609316
15.0,496,257.424917
30.0,499,263.225671
35.0,498,269.043568
21.75,497,274.817903
37.0,501,280.693374
38.0,498,286.482802
21.25,497,292.264977
38.75,501,298.086045
31.75,498,303.898482
0.0,497,309.749922
35.25,501,315.590488
31.25,496,321.385694
32.25,496,327.180088
36.5,501,333.054241
26.5,498,338.852841
24.0,498,344.66427
28.75,497,350.447528
33.0,496,356.24792
29.75,496,362.052157
31.0,499,367.868781
38.25,499,373.750578
29.0,497,379.556404
40.0,501,385.439859
48.5,498,391.259993
38.0,501,397.130276
43.0,497,402.949076
33.75,496,408.759232
42.25,499,414.611561
33.5,496,420.399468
42.0,501,426.210499
47.75,500,432.083051
43.75,496,437.929038
29.25,499,443.773268
23.0,497,449.552439
46.75,501,455.433613
57.0,500,461.229778
28.0,497,467.012388
26.0,497,472.835759
36.0,497,478.623475
43.0,500,484.508915
39.0,500,490.385368
41.25,500,496.17018
33.25,496,501.991487
48.5,501,507.816836
42.5,501,513.690921
27.0,496,519.648381
26.75,497,525.528354
47.75,500,531.329404
43.25,497,537.096238
25.25,498,542.892668
40.75,500,548.728161
30.5,499,554.551313
33.0,501,560.38136
46.75,500,566.189849
36.75,496,572.033103
16.25,498,577.780113
57.25,497,583.568368
51.0,501,589.399837
42.75,500,595.20069
42.75,500,601.019524
42.75,500,606.859812
41.5,500,612.658317
30.5,497,618.449082
33.75,497,624.236178
32.75,497,630.030522
35.25,499,635.82081
21.0,497,641.621159
39.0,497,647.399115
37.5,500,653.238101
32.75,501,659.049847
36.75,501,664.84348
36.25,500,670.637541
45.25,501,676.485204
23.75,498,682.298493
20.0,497,688.054124
25.25,497,693.843682
55.25,500,699.683507
36.0,497,705.496608
46.25,497,711.261795
47.25,497,717.03942
34.0,498,722.794863
46.0,500,728.593792
35.0,500,734.401962
42.75,501,740.255105
41.0,501,746.050838
25.5,497,751.828354
38.5,498,757.623852
26.5,498,763.410792
64.75,500,769.237747
39.0,500,775.052821
41.0,501,780.887788
36.25,499,786.690888
51.0,501,792.536281
36.25,497,798.317944
38.0,497,804.130353
39.5,497,809.92304
46.75,501,815.719478
32.25,497,821.502798
32.0,497,827.268365
36.0,500,833.106671
33.25,499,838.895299
33.5,500,844.683056
40.5,500,850.499308
37.75,500,856.311412
31.75,500,862.112891
44.75,501,867.919836
57.5,497,873.683278
38.0,500,879.495756
37.25,500,885.31726
28.25,499,891.126813
43.5,501,896.956094
37.75,499,902.761223
29.5,498,908.512311
42.75,500,914.303815
47.5,501,920.118144
32.0,500,925.906878
25.5,498,931.665483
27.5,499,937.438216
31.75,499,943.248926
45.0,501,949.099477
36.75,501,954.927031
48.25,497,960.717119
32.0,498,966.513327
39.25,499,972.32091
34.25,497,978.14157
30.75,497,983.900245
41.25,499,989.715367
42.75,500,995.55709
45.25,501,1001.34403
49.5,499,1007.171651
46.5,501,1013.084029
46.75,500,1018.930199
42.75,501,1024.758088
40.25,497,1030.568777
40.75,499,1036.348019
33.75,499,1042.17005
42.25,500,1047.988383
45.75,499,1053.79315
42.0,499,1059.600507
41.75,498,1065.383743
53.5,501,1071.212398
47.5,499,1076.997864
40.5,498,1082.780805
45.25,501,1088.599917
46.0,501,1094.423668
33.75,497,1100.211109
44.5,501,1106.038701
53.25,498,1111.845711
28.5,500,1117.682561
41.0,499,1123.477721
54.75,497,1129.237577
29.5,497,1135.025391
34.0,497,1140.835878
49.5,500,1146.651628
27.5,497,1152.397571
30.25,499,1158.218217
43.75,500,1164.057955
38.0,501,1169.856423
19.75,499,1175.666345
48.75,500,1181.481782
33.5,500,1187.300273
44.0,498,1193.069458
30.0,498,1198.84803
41.5,498,1204.669531
44.25,498,1210.462923
55.5,498,1216.241961
41.0,498,1222.004203
33.5,500,1227.849287
37.25,498,1233.650841
45.5,498,1239.461916
54.0,500,1245.294993
59.0,498,1251.11858
34.0,500,1256.967199
57.75,499,1262.772147
43.5,498,1268.61646
38.0,501,1274.436539
34.75,498,1280.233349
37.75,500,1286.064656
40.5,498,1291.886816
46.0,501,1297.754171
45.25,501,1303.622302
40.0,498,1309.453611
43.25,498,1315.274594
51.0,500,1321.122454
40.5,498,1326.907943
41.75,501,1332.760597
33.25,498,1338.584679
48.5,501,1344.441166
44.5,501,1350.317641
37.0,499,1356.138341
22.0,499,1361.958009
31.5,500,1367.789666
38.25,498,1373.620446
49.25,501,1379.462757
34.75,500,1385.292771
47.5,499,1391.132977
40.5,498,1396.948466
39.5,500,1402.782829
45.75,499,1408.633761
40.0,501,1414.470404
28.75,499,1420.30098
28.25,499,1426.14626
47.0,499,1431.975271
40.5,499,1437.77792
48.75,501,1443.618712
28.5,499,1449.432211
40.25,500,1455.244876
47.0,499,1461.109131
41.25,499,1466.931741
36.0,498,1472.738681
39.0,498,1478.554948
55.25,500,1484.388027
38.5,501,1490.227254
34.5,500,1496.044457
57.5,498,1501.858165
30.25,499,1507.664288
37.25,499,1513.460146
70.0,498,1519.270648
33.0,499,1525.114211
25.0,500,1530.942997
41.5,499,1536.755382
46.25,500,1542.56864
37.75,498,1548.357356
40.75,500,1554.19273
23.25,498,1560.000548
39.0,501,1565.861066
27.75,500,1571.693566
48.5,500,1577.523579
46.25,500,1583.368054
45.75,501,1589.235511
41.75,500,1595.055089
35.5,498,1600.897045
35.25,499,1606.745913
48.0,499,1612.609047
44.25,501,1618.463415
43.25,501,1624.331608
45.75,501,1630.187838
39.0,501,1636.044104
37.5,498,1641.84412
46.5,500,1647.688962
52.75,498,1653.516663
71.0,501,1659.334837
59.75,498,1665.13624
82.75,501,1670.988768
50.25,499,1676.801737
104.0,501,1682.640354
45.0,500,1688.476046
49.0,501,1694.336178
30.0,499,1700.178735
53.25,500,1706.043303
45.0,499,1711.860069
46.0,501,1717.719146
42.75,499,1723.495806
37.75,498,1729.302879
51.75,501,1735.148001
48.25,501,1740.99075
40.5,500,1746.794177
62.75,500,1752.600056
88.0,499,1758.374962
49.5,501,1764.20986
72.5,501,1770.034311
54.75,500,1775.832169
46.5,500,1781.6374
59.75,499,1787.456112
32.0,500,1793.280418
60.0,500,1799.12774
74.5,500,1804.967877
