#{"t_start": 1541099715.1981184, "env_id": "MicropolisEnv-v0"}
r,l,t
0.0,501,5.77882
0.0,501,10.364501
0.0,501,14.96432
0.0,501,19.671923
0.0,501,24.268077
0.0,501,28.859423
0.0,501,33.491643
0.0,501,38.08358
0.0,501,42.651927
0.0,501,47.312872
0.0,501,52.02837
0.0,501,56.615677
0.0,501,61.170392
0.0,501,65.741447
0.0,501,70.405311
0.0,501,75.055663
0.0,501,79.634007
0.0,501,84.300021
0.0,501,88.948519
0.0,501,93.536607
0.0,501,98.174826
0.0,501,102.841844
0.0,501,108.064679
0.0,501,113.25521
0.0,501,117.824348
0.0,501,122.46196
0.0,501,127.08009
0.0,501,131.681836
0.0,501,136.244081
0.0,501,140.870549
0.0,501,145.447729
0.0,501,150.085404
0.0,501,154.659423
0.0,501,159.280486
0.0,501,163.861723
5.75,501,168.52541
21.5,501,173.15688
21.25,501,177.905734
27.0,501,182.593118
30.5,501,187.222825
32.75,501,191.983746
33.0,501,196.678282
29.5,501,201.503637
33.5,501,206.22935
29.25,501,211.076132
37.0,501,215.846312
35.25,501,220.623229
36.25,501,225.467276
38.5,501,230.371733
36.0,501,235.148169
35.25,501,239.909807
32.25,501,244.671536
36.5,501,249.540694
42.75,501,254.294747
35.75,501,259.090154
39.5,501,263.856816
37.5,501,268.745514
32.75,501,273.536186
37.25,501,278.339372
39.25,501,283.105997
33.75,501,287.989645
37.5,501,293.042768
30.25,501,298.745027
29.5,501,304.304298
37.75,501,310.058503
34.5,501,315.602669
38.75,501,321.118124
34.0,501,326.69747
39.0,501,332.381908
35.5,501,337.873053
35.0,501,343.573373
30.5,501,349.19246
32.25,501,354.87533
32.5,501,360.520646
30.25,501,366.108654
35.0,501,371.565588
31.5,501,376.389639
34.25,501,381.179803
32.75,501,386.013698
35.75,501,390.837667
37.75,501,395.711276
32.25,501,400.463311
38.0,501,405.289473
36.75,501,410.092584
36.75,501,414.867766
33.75,501,419.676936
27.5,501,424.508792
36.75,501,429.249812
35.5,501,434.027083
34.75,501,438.789512
29.5,501,443.744594
38.0,501,448.500978
36.25,501,453.266998
41.5,501,458.032556
30.25,501,462.822691
36.25,501,467.673949
30.0,501,472.458272
31.5,501,477.279891
37.25,501,482.080602
33.5,501,486.846035
28.5,501,491.630625
43.75,501,496.579825
39.25,501,501.456375
37.0,501,506.297774
34.0,501,511.058548
29.25,501,515.887362
31.25,501,520.81874
41.5,501,525.701725
33.75,501,530.610783
37.25,501,535.488146
40.5,501,540.396902
37.25,501,545.287304
35.75,501,550.16907
34.75,501,555.052613
34.5,501,559.93553
38.25,501,564.88444
37.25,501,569.763151
35.75,501,574.788075
27.75,501,579.672053
26.75,501,584.50623
32.5,501,589.418086
37.25,501,594.296628
38.0,501,599.211204
31.5,501,604.066932
30.5,501,608.928671
39.0,501,613.80453
38.25,501,618.710863
39.25,501,623.611657
35.25,501,628.535621
31.5,501,633.449991
35.75,501,638.384813
34.5,501,643.305842
38.25,501,648.169575
39.25,501,653.046036
36.75,501,657.966368
35.25,501,662.843671
41.75,501,667.728132
37.25,501,672.602811
33.25,501,677.523314
33.25,501,682.567123
33.75,501,687.541333
41.5,501,692.498474
42.25,501,697.344234
34.0,501,702.246265
42.25,501,707.104033
32.5,501,711.967453
38.0,501,716.849935
32.5,501,721.711145
31.5,501,726.575155
35.25,501,731.422033
34.5,501,736.323155
51.75,501,741.206789
34.75,501,746.066347
31.5,501,750.96894
35.0,501,755.829673
30.5,501,760.698972
33.25,501,765.576696
30.75,501,770.456373
41.25,501,775.293909
33.75,501,780.170005
31.25,501,785.065061
34.25,501,789.979281
35.75,501,794.80523
35.75,501,799.625743
31.75,501,804.484385
31.5,501,809.354243
34.5,501,814.217854
31.25,501,819.093494
38.75,501,823.958408
29.0,501,828.82872
33.75,501,833.715857
39.25,501,838.652141
38.0,501,843.551131
28.75,501,848.435962
32.75,501,853.311813
32.5,501,858.232231
39.25,501,863.242087
37.25,501,868.151639
34.75,501,873.323771
34.75,501,879.118154
35.25,501,884.770874
35.0,501,889.727024
37.0,501,894.56522
38.0,501,899.424642
36.5,501,904.26968
50.25,501,909.114743
40.5,501,913.995919
41.75,501,918.832384
32.25,501,923.670125
36.75,501,928.540351
35.0,501,933.335644
35.0,501,938.112395
36.75,501,942.986626
35.75,501,947.859534
36.25,501,952.682702
36.5,501,957.525757
37.75,501,962.390081
33.5,501,967.23475
34.75,501,972.058121
37.75,501,976.922601
37.0,501,981.746703
36.5,501,986.542706
34.0,501,991.349033
35.75,501,996.160464
46.25,501,1000.982137
37.5,501,1005.820677
40.25,501,1010.6736
62.0,501,1015.550112
52.75,501,1020.306525
43.0,501,1025.093139
34.75,501,1029.944135
63.75,501,1034.735474
65.0,501,1039.555665
98.75,501,1044.287287
35.0,501,1049.015779
26.5,501,1053.771839
72.0,501,1058.587095
85.0,501,1063.407776
30.25,501,1068.198486
21.75,501,1073.003874
69.0,501,1077.734111
57.25,501,1082.479448
52.0,501,1087.283295
37.25,501,1092.068697
35.75,501,1096.811939
71.25,501,1101.587017
76.25,501,1106.328485
62.25,501,1111.094387
63.0,501,1115.915119
42.0,501,1120.709213
53.25,501,1125.458258
23.25,501,1130.180507
32.25,501,1134.904055
104.25,501,1139.680667
64.5,501,1144.506084
93.5,501,1149.349064
75.5,501,1154.1592
76.75,501,1158.964001
64.75,501,1163.759806
77.75,501,1168.552435
94.0,501,1173.321644
56.25,501,1178.060217
75.25,501,1182.843271
89.25,501,1187.857568
105.5,501,1192.813162
82.75,501,1197.720663
41.0,501,1202.552646
56.5,501,1207.418557
4.5,501,1212.283388
50.0,501,1217.118712
39.75,501,1221.960385
41.25,501,1226.790324
39.75,501,1231.607942
40.25,501,1236.396694
33.5,501,1241.174516
42.75,501,1246.035102
45.25,501,1250.88329
35.5,501,1255.672077
40.0,501,1260.491777
42.25,501,1265.286635
30.5,501,1270.098408
41.5,501,1274.873801
39.0,501,1279.714108
42.0,501,1284.556878
36.0,501,1289.402177
39.5,501,1294.358007
28.25,501,1299.254919
30.75,501,1304.182242
41.25,501,1309.095717
37.5,501,1313.991484
38.25,501,1318.884825
36.5,501,1323.782953
44.25,501,1328.649249
38.25,501,1333.540093
37.0,501,1338.41873
38.25,501,1343.310522
36.75,501,1348.217466
39.5,501,1353.120739
39.0,501,1358.029346
31.25,501,1362.926641
34.5,501,1367.920131
41.0,501,1372.823819
44.5,501,1377.760899
42.0,501,1382.673267
37.5,501,1387.572095
39.25,501,1392.496582
42.5,501,1397.393693
46.75,501,1402.327439
37.5,501,1407.221926
40.75,501,1412.102759
37.25,501,1416.967571
102.75,501,1421.828867
73.0,501,1426.715793
52.5,501,1431.588133
69.25,501,1436.434614
90.75,501,1441.283599
28.75,501,1446.079818
99.25,501,1450.959908
52.25,501,1455.78194
110.0,501,1460.622478
97.5,501,1465.513254
116.0,501,1470.38489
118.0,501,1475.325708
115.5,501,1480.201215
141.25,501,1485.117035
149.25,501,1490.096285
119.75,501,1494.972727
141.75,501,1499.912306
138.5,501,1504.855371
163.75,501,1509.845071
125.5,501,1514.814605
140.25,501,1519.79679
114.75,501,1524.747566
118.75,501,1529.710001
116.75,501,1534.633879
168.5,501,1539.593776
76.0,501,1544.528918
130.75,501,1549.482871
164.0,501,1554.480446
135.5,501,1559.356419
90.0,501,1564.22724
146.0,501,1569.079379
154.0,501,1573.961782
159.75,501,1578.831088
44.0,501,1583.747768
134.0,501,1588.72091
105.0,501,1593.622812
124.75,501,1598.542281
153.0,501,1603.551217
199.5,501,1608.44058
82.0,501,1613.385972
129.5,501,1618.396833
62.0,501,1623.344146
30.0,501,1628.29244
0.0,501,1633.222228
213.75,501,1638.250773
145.0,501,1643.197017
128.25,501,1648.143071
125.5,501,1653.02759
103.5,501,1657.882145
67.75,501,1662.737774
6.75,501,1667.589164
34.5,501,1672.44404
135.75,501,1677.326219
104.0,501,1682.331486
128.75,501,1687.373857
183.75,501,1692.374744
161.25,501,1697.341916
171.5,501,1702.342469
138.5,501,1707.306267
115.75,501,1712.29118
131.5,501,1717.283468
165.25,501,1722.257959
109.0,501,1727.190979
96.25,501,1732.114916
177.25,501,1737.064479
184.75,501,1742.010756
190.25,501,1746.946203
148.5,501,1751.942456
161.5,501,1756.856878
157.75,501,1761.816633
192.0,501,1766.824496
142.25,501,1771.755982
159.25,501,1776.654938
114.75,501,1781.668926
110.5,501,1786.591752
61.75,501,1791.592331
147.25,501,1796.676122
145.5,501,1801.690969
157.5,501,1806.605382
146.0,501,1811.673458
164.0,501,1816.69769
144.5,501,1821.680983
166.25,501,1826.678771
127.75,501,1831.682508
148.0,501,1836.733079
88.0,501,1841.73892
138.5,501,1846.741595
209.0,501,1851.769122
208.75,501,1856.776666
192.5,501,1861.715732
185.0,501,1866.677775
166.5,501,1871.668225
195.75,501,1876.603926
160.75,501,1881.54951
214.0,501,1886.512097
132.0,501,1891.47553
140.5,501,1896.43676
172.0,501,1901.379943
147.5,501,1906.463111
107.5,501,1911.499382
97.25,501,1916.512075
145.75,501,1921.469069
172.0,501,1926.444856
152.0,501,1931.490994
159.75,501,1936.494096
168.5,501,1941.502292
140.5,501,1946.502186
171.75,501,1951.598017
226.25,501,1956.683165
171.25,501,1961.683234
151.0,501,1966.63619
192.25,501,1971.600534
123.0,501,1976.577076
158.75,501,1981.485676
174.5,501,1986.475269
122.5,501,1991.408625
136.25,501,1996.414099
185.0,501,2001.443454
130.75,501,2006.342095
142.75,501,2011.289227
115.25,501,2016.172248
95.5,501,2021.03866
81.25,501,2025.946705
165.75,501,2031.08374
152.5,501,2036.074569
151.0,501,2041.078726
153.25,501,2046.037585
81.5,501,2050.994476
135.25,501,2056.034932
181.25,501,2061.035282
159.75,501,2066.064239
125.25,501,2071.026924
179.75,501,2076.015073
159.75,501,2081.090553
159.5,501,2086.113064
111.75,501,2091.1228
34.0,501,2096.051499
160.0,501,2100.909338
150.0,501,2105.9371
133.75,501,2110.906265
175.25,501,2115.898921
161.75,501,2120.910795
165.5,501,2125.846905
151.5,501,2130.732071
148.0,501,2135.747988
129.75,501,2140.695682
78.0,501,2145.691933
162.0,501,2150.611223
146.0,501,2155.565638
74.75,501,2160.471682
167.5,501,2165.37778
157.0,501,2170.302182
74.5,501,2175.213663
138.5,501,2180.109566
20.0,501,2184.975484
162.0,501,2189.907852
155.0,501,2194.842385
144.0,501,2199.732171
100.0,501,2204.720428
116.0,501,2209.705642
181.0,501,2214.783194
164.0,501,2219.815937
230.0,501,2224.93266
148.0,501,2229.950231
105.0,501,2234.93123
203.5,501,2239.87621
184.75,501,2244.830386
128.0,501,2249.809115
156.0,501,2254.867567
168.5,501,2259.900503
211.5,501,2264.917571
154.0,501,2269.932024
185.25,501,2274.894227
120.0,501,2279.876687
158.0,501,2284.845645
190.0,501,2289.853491
205.0,501,2294.792023
164.0,501,2299.746739
138.25,501,2304.693741
151.25,501,2309.649801
125.5,501,2314.510371
151.5,501,2319.455283
162.0,501,2324.400779
52.0,501,2329.351231
180.5,501,2334.274148
70.0,501,2339.255341
168.0,501,2344.223404
67.75,501,2349.232567
198.5,501,2354.278518
152.0,501,2359.302494
171.0,501,2364.330569
218.0,501,2369.374083
153.5,501,2374.387343
158.25,501,2379.361878
168.0,501,2384.372382
130.0,501,2389.341324
142.75,501,2394.397621
123.5,501,2399.326177
70.0,501,2404.290428
142.0,501,2409.305711
160.75,501,2414.253746
144.0,501,2419.203522
12.0,501,2424.227977
146.25,501,2429.167731
20.0,501,2434.139057
20.0,501,2439.118502
7.5,501,2443.946915
5.0,501,2448.800043
52.0,501,2453.71755
119.75,501,2458.771669
201.25,501,2463.813425
227.25,501,2468.843662
126.0,501,2473.775488
124.0,501,2478.728577
146.0,501,2483.793586
113.25,501,2488.749896
216.75,501,2493.669304
145.25,501,2498.602441
45.0,501,2503.539748
134.0,501,2508.491773
132.0,501,2513.427884
122.25,501,2518.365924
150.75,501,2523.294334
167.25,501,2528.264314
199.25,501,2533.322898
203.0,501,2538.309925
174.0,501,2543.402336
164.0,501,2548.427607
215.5,501,2553.429403
166.5,501,2558.508698
