#{"t_start": 1541099715.1626403, "env_id": "MicropolisEnv-v0"}
r,l,t
0.0,501,5.81428
0.0,501,10.399927
0.0,501,14.999705
0.0,501,19.707296
0.0,501,24.303544
0.0,501,28.894831
0.0,501,33.527255
0.0,501,38.119088
0.0,501,42.68728
0.0,501,47.34791
0.0,501,52.063865
0.0,501,56.651183
0.0,501,61.205888
0.0,501,65.776853
0.0,501,70.440893
0.0,501,75.091044
0.0,501,79.669644
0.0,501,84.338803
0.0,501,88.983833
0.0,501,93.56979
0.0,501,98.210273
0.0,501,102.877249
0.0,501,108.100322
3.0,501,113.290742
0.0,501,117.858544
0.0,501,122.497665
0.0,501,127.115504
0.0,501,131.717051
0.0,501,136.279649
4.0,501,140.906045
0.0,501,145.483261
0.0,501,150.120772
0.0,501,154.694781
0.0,501,159.315996
10.0,501,163.896968
8.0,501,168.560886
30.75,501,173.192365
21.5,501,177.941172
32.5,501,182.628593
22.75,501,187.258309
30.0,501,192.019262
31.0,501,196.713636
52.0,501,201.539071
33.5,501,206.264749
38.25,501,211.11161
37.5,501,215.881882
37.0,501,220.658427
40.0,501,225.50253
37.0,501,230.407186
43.75,501,235.1786
44.75,501,239.945259
37.75,501,244.706977
36.25,501,249.576277
32.5,501,254.330435
38.0,501,259.125628
42.0,501,263.892167
37.75,501,268.780964
37.75,501,273.57162
40.25,501,278.374633
34.0,501,283.141398
35.5,501,288.0252
37.0,501,293.076842
33.5,501,298.780432
39.25,501,304.339835
1.0,501,310.093822
29.25,501,315.638101
36.5,501,321.153568
29.75,501,326.726727
35.5,501,332.415125
34.5,501,337.908463
34.0,501,343.608851
35.75,501,349.228058
27.0,501,354.904323
24.25,501,360.556092
35.25,501,366.144285
29.75,501,371.601087
31.0,501,376.425079
37.5,501,381.215653
32.0,501,386.049032
36.75,501,390.873047
37.25,501,395.746677
29.25,501,400.498798
38.0,501,405.324929
40.5,501,410.127968
34.5,501,414.903189
34.0,501,419.712426
35.75,501,424.544122
34.75,501,429.285296
40.25,501,434.062558
35.25,501,438.82496
39.0,501,443.77998
33.5,501,448.53632
33.0,501,453.302405
31.5,501,458.06783
30.75,501,462.858006
32.5,501,467.709321
33.5,501,472.493712
26.0,501,477.315295
34.25,501,482.116005
34.25,501,486.881512
