#{"t_start": 1541099715.1714954, "env_id": "MicropolisEnv-v0"}
r,l,t
0.0,501,5.805346
0.0,501,10.39101
0.0,501,14.990857
0.0,501,19.698551
0.0,501,24.294556
0.0,501,28.885946
0.0,501,33.518376
0.0,501,38.110271
0.0,501,42.678529
0.0,501,47.33896
0.5,501,52.054936
0.0,501,56.642328
0.0,501,61.197032
0.0,501,65.767944
0.0,501,70.432024
0.0,501,75.082262
0.0,501,79.660602
0.0,501,84.32639
0.0,501,88.975225
0.0,501,93.561126
0.0,501,98.201408
0.0,501,102.868468
0.0,501,108.093478
0.0,501,113.281718
1.0,501,117.84984
0.0,501,122.488643
0.0,501,127.106603
0.0,501,131.708309
0.0,501,136.270783
0.0,501,140.897161
0.0,501,145.474243
0.0,501,150.111894
5.0,501,154.685865
4.0,501,159.307119
1.25,501,163.88817
7.75,501,168.551897
16.25,501,173.183397
34.75,501,177.932368
25.75,501,182.619607
26.25,501,187.249626
20.5,501,192.010334
21.75,501,196.704905
32.25,501,201.53032
34.75,501,206.25607
31.0,501,211.102736
42.75,501,215.873003
40.75,501,220.649854
38.25,501,225.49374
33.75,501,230.398331
37.75,501,235.169733
30.75,501,239.936274
27.75,501,244.698232
34.5,501,249.567342
39.0,501,254.321461
32.5,501,259.116827
41.0,501,263.883435
35.75,501,268.771991
34.25,501,273.562786
37.0,501,278.366008
36.0,501,283.132556
38.0,501,288.016423
34.25,501,293.067762
37.0,501,298.771683
31.0,501,304.337195
37.75,501,310.085207
34.5,501,315.629199
36.0,501,321.144708
37.0,501,326.717959
35.75,501,332.406324
37.25,501,337.89965
36.75,501,343.599936
39.25,501,349.219614
39.0,501,354.895401
33.5,501,360.547087
34.5,501,366.135256
37.5,501,371.592214
33.75,501,376.416284
35.25,501,381.206441
32.5,501,386.040321
31.5,501,390.864266
39.0,501,395.73783
34.5,501,400.489979
35.25,501,405.316029
33.25,501,410.119206
37.5,501,414.894371
38.5,501,419.703585
35.75,501,424.535446
37.5,501,429.276656
34.25,501,434.053591
35.5,501,438.816007
35.5,501,443.771199
35.25,501,448.527531
35.5,501,453.293572
34.5,501,458.059155
35.25,501,462.849302
32.0,501,467.700567
33.75,501,472.484913
28.75,501,477.306598
36.0,501,482.107326
33.25,501,486.872587
34.25,501,491.657175
34.25,501,496.606512
36.5,501,501.482996
42.0,501,506.324484
32.25,501,511.085027
40.5,501,515.914011
