#{"t_start": 1541099715.1633902, "env_id": "MicropolisEnv-v0"}
r,l,t
0.0,501,5.813441
0.0,501,10.399271
0.0,501,14.998895
3.0,501,19.706659
0.0,501,24.302614
0.0,501,28.894102
1.75,501,33.52767
0.0,501,38.118312
0.0,501,42.686867
3.0,501,47.347281
0.0,501,52.063023
0.0,501,56.650566
0.0,501,61.205283
0.0,501,65.776001
0.0,501,70.440144
0.0,501,75.090308
0.0,501,79.668717
0.0,501,84.334704
0.0,501,88.983143
0.0,501,93.569345
0.0,501,98.209769
0.0,501,102.876451
0.0,501,108.099408
0.0,501,113.290061
0.0,501,117.858014
0.0,501,122.496656
0.0,501,127.114907
0.0,501,131.716465
0.0,501,136.278645
0.0,501,140.905232
0.5,501,145.482566
4.0,501,150.120146
5.0,501,154.694123
10.0,501,159.315071
7.75,501,163.896267
7.75,501,168.560074
25.5,501,173.191553
44.5,501,177.940459
23.75,501,182.62773
34.5,501,187.257532
31.75,501,192.018554
18.5,501,196.712937
30.25,501,201.538394
36.75,501,206.264094
26.75,501,211.11071
35.5,501,215.881011
34.5,501,220.657879
35.5,501,225.501901
38.5,501,230.406458
37.25,501,235.177853
37.25,501,239.944488
28.0,501,244.706356
34.0,501,249.57542
33.25,501,254.329644
39.5,501,259.124881
35.75,501,263.891451
38.75,501,268.780195
34.75,501,273.570899
31.25,501,278.374101
35.75,501,283.140722
37.75,501,288.024451
39.75,501,293.083785
35.0,501,298.779667
30.25,501,304.339277
34.5,501,310.093259
32.25,501,315.637409
27.5,501,321.152863
31.0,501,326.726061
0.0,501,332.414575
40.5,501,337.907769
30.75,501,343.614041
39.75,501,349.227233
36.0,501,354.903406
36.0,501,360.555687
29.5,501,366.143525
29.75,501,371.600435
30.75,501,376.424395
27.75,501,381.214518
34.25,501,386.048206
37.0,501,390.87238
38.0,501,395.746048
38.5,501,400.497979
34.75,501,405.324394
37.0,501,410.127218
39.5,501,414.902503
36.75,501,419.711616
35.5,501,424.543423
35.5,501,429.284536
34.0,501,434.061786
38.5,501,438.82424
31.0,501,443.779291
37.25,501,448.535618
39.25,501,453.301597
25.75,501,458.067189
37.0,501,462.857339
37.25,501,467.708753
32.75,501,472.492978
7.0,501,477.314456
36.75,501,482.115322
36.25,501,486.880817
36.25,501,491.665282
34.0,501,496.614495
33.5,501,501.491031
36.0,501,506.332484
41.25,501,511.093256
41.0,501,515.922087
32.25,501,520.853462
41.0,501,525.736445
28.75,501,530.645413
31.5,501,535.522855
40.5,501,540.431604
36.0,501,545.322032
33.25,501,550.203739
30.5,501,555.087326
39.0,501,559.9706
34.75,501,564.919047
29.0,501,569.798076
40.25,501,574.822764
29.0,501,579.706935
21.0,501,584.541012
40.25,501,589.452814
39.75,501,594.331421
36.25,501,599.245953
37.0,501,604.101679
29.25,501,608.96347
37.0,501,613.839196
37.75,501,618.745591
