#{"t_start": 1541099715.1492171, "env_id": "MicropolisEnv-v0"}
r,l,t
0.0,501,5.827518
0.0,501,10.413403
0.0,501,15.013099
0.0,501,19.720884
0.0,501,24.317029
0.0,501,28.908275
0.0,501,33.540421
0.0,501,38.132528
0.0,501,42.700948
0.0,501,47.361289
0.0,501,52.077098
0.0,501,56.664697
0.0,501,61.219376
0.0,501,65.790199
0.0,501,70.454178
0.0,501,75.104349
0.0,501,79.68276
0.0,501,84.348756
0.0,501,88.997495
0.0,501,93.583404
0.0,501,98.223633
0.0,501,102.890693
0.0,501,108.113606
0.0,501,113.303992
2.0,501,117.872111
0.0,501,122.510781
0.0,501,127.129019
0.0,501,131.730583
0.0,501,136.292839
0.0,501,140.919338
0.5,501,145.496636
0.0,501,150.134199
0.0,501,154.708324
4.0,501,159.329356
0.0,501,163.910434
4.75,501,168.574158
21.25,501,173.205748
25.5,501,177.954587
31.0,501,182.642013
27.0,501,187.271695
27.75,501,192.032571
38.25,501,196.727117
23.25,501,201.552567
33.75,501,206.278126
30.5,501,211.124881
36.25,501,215.895269
33.75,501,220.67213
37.0,501,225.515926
36.5,501,230.420492
35.0,501,235.191977
39.75,501,239.958565
31.75,501,244.720401
35.0,501,249.589628
39.25,501,254.343709
38.25,501,259.141069
34.25,501,263.905664
34.5,501,268.795814
38.5,501,273.585141
33.25,501,278.388469
33.0,501,283.154799
33.25,501,288.038542
36.75,501,293.089896
38.75,501,298.793904
37.5,501,304.353357
37.5,501,310.107394
37.75,501,315.651541
38.0,501,321.166939
35.5,501,326.740356
38.5,501,332.428646
37.0,501,337.921808
32.0,501,343.622277
37.0,501,349.241452
34.5,501,354.917572
36.5,501,360.569446
30.75,501,366.157441
31.5,501,371.614415
31.75,501,376.438456
38.25,501,381.228636
26.75,501,386.062456
36.0,501,390.886446
36.5,501,395.760063
35.0,501,400.512194
38.0,501,405.338238
30.5,501,410.141515
40.25,501,414.916541
32.5,501,419.725863
34.0,501,424.557725
37.5,501,429.298716
31.75,501,434.075999
38.25,501,438.838207
32.75,501,443.793383
39.5,501,448.549787
37.25,501,453.316019
0.5,501,458.081262
37.75,501,462.871574
37.25,501,467.722867
36.5,501,472.507043
25.75,501,477.328877
32.75,501,482.129604
29.0,501,486.89499
37.75,501,491.679441
37.25,501,496.628834
46.0,501,501.505246
39.75,501,506.346673
38.25,501,511.10761
35.5,501,515.936261
34.25,501,520.867574
33.5,501,525.750663
34.25,501,530.659593
29.75,501,535.537002
38.0,501,540.445622
41.25,501,545.33611
32.0,501,550.218043
33.0,501,555.101504
35.25,501,559.984526
37.75,501,564.933309
36.5,501,569.812079
37.0,501,574.836962
28.75,501,579.720886
23.0,501,584.555496
34.5,501,589.467012
36.25,501,594.345462
34.75,501,599.259949
33.0,501,604.115663
33.0,501,608.977603
30.75,501,613.853285
32.5,501,618.759732
36.5,501,623.660624
36.0,501,628.584368
35.25,501,633.498813
37.0,501,638.433594
37.5,501,643.354809
40.5,501,648.218297
31.5,501,653.094926
34.0,501,658.01519
38.75,501,662.892553
31.75,501,667.776806
33.75,501,672.651599
32.5,501,677.572052
38.0,501,682.615887
32.5,501,687.590255
31.75,501,692.547263
34.25,501,697.393285
34.25,501,702.295265
35.5,501,707.153023
40.25,501,712.01616
33.5,501,716.898696
37.5,501,721.759901
34.0,501,726.623827
41.5,501,731.470942
31.25,501,736.371983
30.75,501,741.255609
31.5,501,746.115101
42.0,501,751.018387
25.5,501,755.878421
38.75,501,760.747818
34.75,501,765.625611
32.25,501,770.505149
32.25,501,775.342766
34.25,501,780.218962
37.75,501,785.114108
37.0,501,790.028069
35.5,501,794.85398
37.0,501,799.674663
40.25,501,804.533202
42.0,501,809.40314
32.25,501,814.266676
37.25,501,819.142354
37.5,501,824.007185
36.5,501,828.87775
31.5,501,833.764875
33.75,501,838.701344
37.5,501,843.599913
33.5,501,848.484946
38.25,501,853.360679
32.5,501,858.281126
33.0,501,863.291084
34.25,501,868.200478
33.0,501,873.372476
34.5,501,879.166958
30.0,501,884.819643
