#{"t_start": 1541099715.128737, "env_id": "MicropolisEnv-v0"}
r,l,t
0.0,501,5.848047
0.0,501,10.433848
0.0,501,15.033523
0.0,501,19.741322
0.0,501,24.337285
0.0,501,28.928552
0.0,501,33.560895
0.0,501,38.152965
0.0,501,42.72114
0.0,501,47.382049
0.0,501,52.097592
0.0,501,56.684989
0.0,501,61.239666
0.0,501,65.810406
0.0,501,70.474573
0.0,501,75.124961
0.0,501,79.703176
0.0,501,84.369007
0.0,501,89.01791
0.0,501,93.603899
0.0,501,98.244161
0.0,501,102.911135
0.0,501,108.134084
0.0,501,113.324596
0.0,501,117.892385
0.0,501,122.531335
0.0,501,127.149417
0.0,501,131.75092
0.0,501,136.313208
0.0,501,140.939976
0.0,501,145.517118
0.0,501,150.154486
0.0,501,154.728641
6.75,501,159.349877
0.0,501,163.930773
3.0,501,168.594646
51.25,501,173.226326
24.5,501,177.975032
49.75,501,182.662357
26.5,501,187.292078
24.0,501,192.053006
31.5,501,196.747529
28.0,501,201.572829
37.75,501,206.298735
46.5,501,211.145494
28.75,501,215.915664
38.75,501,220.692533
36.25,501,225.536464
35.5,501,230.441051
36.0,501,235.212332
34.75,501,239.979128
30.5,501,244.740905
37.75,501,249.610006
29.25,501,254.364137
35.75,501,259.159364
30.75,501,263.926137
36.0,501,268.814932
37.25,501,273.605505
34.0,501,278.408594
37.25,501,283.17534
33.0,501,288.059103
39.0,501,293.110271
32.5,501,298.81432
38.5,501,304.377969
32.5,501,310.127898
34.0,501,315.672003
38.0,501,321.18753
27.0,501,326.760714
34.75,501,332.44889
35.0,501,337.942407
36.0,501,343.642789
39.0,501,349.262056
32.5,501,354.938116
34.75,501,360.589995
33.75,501,366.17782
32.0,501,371.634831
31.25,501,376.459042
32.25,501,381.249084
32.5,501,386.082859
38.5,501,390.90695
40.25,501,395.78067
35.5,501,400.532737
33.0,501,405.358886
37.0,501,410.161995
37.5,501,414.937039
32.5,501,419.746317
34.0,501,424.578194
37.0,501,429.319064
32.75,501,434.09644
32.75,501,438.858852
38.25,501,443.814
31.25,501,448.57036
36.75,501,453.336308
38.25,501,458.10184
33.25,501,462.891952
37.25,501,467.743407
35.75,501,472.527568
33.75,501,477.349339
35.5,501,482.149911
38.25,501,486.915416
34.75,501,491.700007
36.5,501,496.649225
30.0,501,501.525611
18.5,501,506.367153
36.0,501,511.12788
32.75,501,515.95677
31.5,501,520.888097
28.25,501,525.770957
36.0,501,530.680466
31.0,501,535.557524
39.25,501,540.466193
30.75,501,545.356584
37.75,501,550.238456
34.0,501,555.121874
33.0,501,560.004935
38.0,501,564.95368
33.0,501,569.83216
37.25,501,574.857411
34.25,501,579.741418
28.5,501,584.575548
36.25,501,589.487584
33.25,501,594.366242
35.25,501,599.280403
29.75,501,604.136346
32.0,501,608.9981
35.75,501,613.87384
38.25,501,618.780117
34.75,501,623.680878
31.0,501,628.604804
39.0,501,633.519603
36.25,501,638.454184
45.75,501,643.375092
37.25,501,648.238986
34.25,501,653.115497
36.25,501,658.035687
32.75,501,662.912933
40.25,501,667.797538
33.0,501,672.671972
33.75,501,677.592774
33.25,501,682.636523
40.5,501,687.610512
36.75,501,692.567777
31.5,501,697.413688
39.75,501,702.315565
44.75,501,707.173408
33.75,501,712.036653
36.5,501,716.919261
38.5,501,721.780536
34.75,501,726.644346
30.75,501,731.49139
40.75,501,736.392492
30.25,501,741.2762
30.5,501,746.135571
32.75,501,751.038245
35.5,501,755.899028
39.75,501,760.768181
32.25,501,765.645878
30.25,501,770.525535
27.75,501,775.36336
33.5,501,780.239421
35.75,501,785.134422
34.0,501,790.04869
37.75,501,794.874616
35.5,501,799.695033
39.25,501,804.553677
36.75,501,809.423523
39.5,501,814.287319
37.75,501,819.162816
34.75,501,824.027661
31.25,501,828.89798
34.25,501,833.785192
35.75,501,838.721467
27.5,501,843.620444
38.25,501,848.505282
35.75,501,853.381106
34.25,501,858.301606
36.5,501,863.31144
40.25,501,868.220925
31.5,501,873.393136
35.25,501,879.187489
33.0,501,884.840016
37.5,501,889.796464
35.0,501,894.634588
34.25,501,899.494018
37.75,501,904.339095
36.0,501,909.183985
30.5,501,914.065294
35.75,501,918.901784
35.5,501,923.739288
38.75,501,928.609629
37.75,501,933.404875
36.75,501,938.181782
42.5,501,943.056008
37.5,501,947.928878
39.25,501,952.751966
34.25,501,957.594976
36.5,501,962.459374
42.25,501,967.304057
35.5,501,972.127431
40.5,501,976.99196
29.25,501,981.816002
33.25,501,986.612081
38.5,501,991.416014
42.75,501,996.229825
46.0,501,1001.05147
36.25,501,1005.890015
36.0,501,1010.742747
52.25,501,1015.61929
55.5,501,1020.375588
44.25,501,1025.162528
65.5,501,1030.01354
60.0,501,1034.804762
59.5,501,1039.624998
64.75,501,1044.356904
70.25,501,1049.085288
40.75,501,1053.841153
44.0,501,1058.65638
38.25,501,1063.474949
