#{"t_start": 1541088154.5719607, "env_id": "MicropolisEnv-v0"}
r,l,t
0.0,501,5.352679
0.0,501,9.653494
0.0,501,13.958802
0.0,501,18.272895
0.0,501,22.654747
0.0,501,27.172005
0.0,501,31.586582
0.0,501,36.050499
0.0,501,40.974015
2.0,501,45.966275
0.0,501,50.849632
0.0,501,55.886764
3.0,501,61.167073
17.75,501,66.176255
6.0,501,71.087425
24.75,501,76.179732
16.5,501,81.245528
19.25,501,86.136376
17.75,501,91.077761
23.75,501,95.954084
24.25,501,101.172491
22.5,501,106.332016
29.5,501,111.591007
21.0,501,116.638635
30.0,501,121.638244
39.25,501,126.77832
31.0,501,131.987833
31.75,501,137.125841
35.0,501,142.190096
34.75,501,147.517558
37.75,501,152.692165
27.25,501,157.93607
40.0,501,163.043712
46.0,501,168.283688
44.5,501,173.380722
24.75,501,178.503095
33.5,501,183.526566
35.0,501,188.655705
39.0,501,193.630922
41.0,501,198.689206
36.25,501,203.633914
54.0,501,208.707153
33.75,501,213.761717
36.25,501,218.878952
33.25,501,223.988414
39.75,501,229.097981
33.25,501,234.291805
27.25,501,239.629387
30.75,501,244.851165
35.0,501,250.009626
37.25,501,255.203752
32.0,501,260.433979
34.5,501,265.736366
41.5,501,270.829407
31.25,501,275.896685
30.25,501,281.020652
34.0,501,286.28564
33.75,501,291.385334
36.75,501,296.609728
13.25,501,301.807017
29.25,501,307.048012
33.75,501,312.201714
41.5,501,317.479665
41.5,501,323.02157
37.75,501,328.552496
37.0,501,333.92561
57.5,501,339.602389
38.75,501,345.386244
42.0,501,352.398695
44.0,501,357.508212
39.5,501,362.693465
40.75,501,367.824012
31.5,501,373.025751
37.75,501,378.213681
38.25,501,383.422103
42.5,501,388.521495
28.25,501,393.829893
38.0,501,399.094661
41.5,501,404.138916
40.0,501,409.250021
42.5,501,414.474199
37.5,501,419.694856
36.25,501,424.755468
39.25,501,430.078589
31.5,501,435.228842
44.75,501,440.435829
34.75,501,445.479129
49.0,501,450.660045
42.0,501,455.784544
37.25,501,460.835089
38.75,501,465.972927
43.0,501,471.160329
40.25,501,476.47087
36.5,501,481.168853
29.5,501,485.901448
37.75,501,490.65306
39.5,501,495.304784
30.75,501,499.855803
37.5,501,504.419058
38.0,501,508.972712
35.0,501,513.549074
42.75,501,518.176064
44.0,501,522.834265
35.75,501,527.382856
43.25,501,531.918323
40.25,501,536.594719
43.25,501,541.191064
33.25,501,545.808503
30.25,501,550.38814
35.5,501,554.913909
40.25,501,559.468442
39.25,501,564.010735
43.0,501,568.647652
40.0,501,573.338864
35.75,501,578.088464
46.5,501,583.521536
51.75,501,588.771692
45.5,501,593.951479
36.75,501,598.715345
46.75,501,603.338654
46.75,501,607.959162
44.5,501,612.857673
36.5,501,619.291756
40.75,501,626.546633
41.5,501,633.921474
36.75,501,641.271619
40.25,501,648.587339
44.25,501,654.733842
36.25,501,659.852094
41.0,501,665.167685
42.75,501,670.30407
50.0,501,676.812073
40.75,501,682.57389
36.75,501,687.567624
39.25,501,692.604772
41.0,501,697.663105
35.0,501,702.687889
37.0,501,707.788021
0.5,501,712.829888
39.5,501,717.983703
33.5,501,722.798213
43.25,501,727.962726
28.25,501,733.147447
40.0,501,738.058346
35.5,501,742.450489
40.0,501,746.811039
37.5,501,751.168521
30.5,501,755.530204
37.75,501,759.88078
31.75,501,764.23704
33.75,501,768.650265
28.75,501,773.094753
40.0,501,777.579676
42.25,501,782.181971
44.25,501,786.685926
32.75,501,791.226567
41.0,501,795.722983
34.75,501,800.206956
36.5,501,804.707972
27.25,501,809.187203
42.0,501,813.739832
32.75,501,818.322786
45.75,501,822.876551
37.0,501,827.389256
34.25,501,831.868418
33.75,501,836.291558
42.25,501,840.765057
39.0,501,845.281739
37.0,501,849.755641
44.0,501,854.238882
