#{"t_start": 1541275480.137215, "env_id": "MicropolisEnv-v0"}
r,l,t
0.0,1501,33.282229
0.0,1501,65.371485
0.0,1501,97.523602
0.75,1501,129.888774
0.0,1501,161.972099
0.0,1501,194.959133
0.0,1501,227.1759
16.0,1501,259.67968
31.75,1501,293.278266
35.25,1501,326.760138
35.5,1501,359.989001
30.75,1501,393.034318
30.0,1501,426.173199
31.5,1501,459.619787
19.5,1501,492.784401
32.0,1501,525.937718
26.75,1501,559.201477
38.25,1501,592.403614
35.75,1501,625.623465
33.75,1501,658.853667
39.25,1501,692.04008
36.75,1501,725.250793
33.25,1501,758.451658
31.0,1501,791.640247
30.5,1501,824.500143
33.75,1501,857.790477
37.75,1501,891.156526
43.0,1501,924.273565
31.5,1501,957.472126
34.25,1501,990.581358
34.5,1501,1023.733551
41.0,1501,1056.785461
40.0,1501,1089.811025
34.5,1501,1122.94838
36.75,1501,1156.085638
40.75,1501,1189.20318
41.75,1501,1222.34093
41.0,1501,1255.477782
34.75,1501,1288.601118
32.5,1501,1321.718458
38.5,1501,1354.842698
35.0,1501,1388.033672
36.0,1501,1421.166134
37.0,1501,1454.296712
40.25,1501,1487.420206
39.5,1501,1520.548891
38.0,1501,1553.628855
35.75,1501,1586.768335
39.75,1501,1619.952699
38.75,1501,1653.099889
34.5,1501,1686.221749
41.0,1501,1719.333469
28.75,1501,1752.797449
37.0,1501,1785.902648
40.75,1501,1819.079401
32.0,1501,1852.421972
33.5,1501,1885.562507
40.25,1501,1918.754202
35.25,1501,1951.998023
40.0,1501,1985.384249
40.0,1501,2018.681478
37.0,1501,2051.839699
41.0,1501,2085.059921
45.5,1501,2118.311545
42.5,1501,2151.539348
41.5,1501,2184.826844
41.5,1501,2218.077327
38.0,1501,2251.385813
41.5,1501,2284.599778
27.5,1501,2317.843136
34.75,1501,2351.199919
23.25,1501,2384.484828
39.25,1501,2417.713267
42.75,1501,2450.978635
46.5,1501,2484.436062
44.5,1501,2517.814707
37.0,1501,2551.145441
43.25,1501,2584.552373
44.25,1501,2617.763029
44.5,1501,2651.044254
49.25,1501,2684.277605
41.75,1501,2717.549129
47.5,1501,2750.92064
49.75,1501,2784.034506
52.5,1501,2817.105502
28.0,1501,2849.725912
41.75,1501,2882.748251
50.25,1501,2915.855953
48.5,1501,2949.149906
50.75,1501,2982.527494
47.5,1501,3015.971673
43.75,1501,3049.109808
38.0,1501,3082.140696
52.0,1501,3115.297964
40.0,1501,3148.340367
46.25,1501,3181.596656
34.25,1501,3214.798024
44.0,1501,3247.997012
40.75,1501,3280.997586
38.5,1501,3313.892596
42.75,1501,3347.227106
42.75,1501,3380.496559
38.5,1501,3413.401753
39.5,1501,3446.396063
44.5,1501,3479.375294
38.5,1501,3512.519713
50.25,1501,3545.68995
38.75,1501,3578.848333
36.5,1501,3611.953157
40.25,1501,3645.181952
39.0,1501,3678.553968
48.5,1501,3711.654323
44.75,1501,3744.989454
43.5,1501,3778.265967
37.0,1501,3811.633464
47.5,1501,3844.993721
45.0,1501,3878.208374
43.0,1501,3911.390163
46.0,1501,3944.611026
40.25,1501,3977.732664
45.25,1501,4011.116827
46.25,1501,4044.532781
42.5,1501,4077.761543
44.25,1501,4110.745393
39.5,1501,4143.832284
41.0,1501,4176.93296
41.75,1501,4209.949051
36.5,1501,4243.143989
47.75,1501,4276.496276
35.25,1501,4309.864441
49.0,1501,4343.195395
44.75,1501,4376.54918
38.5,1501,4409.826656
49.0,1501,4443.039672
40.5,1501,4476.284535
41.75,1501,4509.365123
35.5,1501,4542.4875
38.5,1501,4575.689615
45.0,1501,4608.902634
43.5,1501,4642.094185
44.75,1501,4675.355393
41.0,1501,4708.273891
