#{"t_start": 1541275480.2628744, "env_id": "MicropolisEnv-v0"}
r,l,t
0.0,1501,33.167028
0.0,1501,65.254206
0.0,1501,97.406399
0.0,1501,129.771252
0.0,1501,161.854737
0.0,1501,194.842985
0.0,1501,227.059259
18.5,1501,259.566877
28.0,1501,293.1548
34.75,1501,326.642823
29.5,1501,359.875547
27.25,1501,392.902792
35.0,1501,426.056238
23.75,1501,459.502704
31.25,1501,492.667527
34.25,1501,525.818969
36.75,1501,559.084344
35.5,1501,592.28731
37.25,1501,625.498193
28.75,1501,658.736619
34.0,1501,691.907026
33.25,1501,725.133822
29.5,1501,758.334526
35.25,1501,791.526695
28.25,1501,824.383128
43.25,1501,857.673918
32.5,1501,891.039479
32.75,1501,924.159241
36.0,1501,957.35515
34.25,1501,990.464546
35.0,1501,1023.616471
31.0,1501,1056.668441
33.75,1501,1089.6922
34.25,1501,1122.831345
35.75,1501,1155.968727
38.5,1501,1189.086442
40.75,1501,1222.224206
36.5,1501,1255.363032
35.75,1501,1288.48402
32.5,1501,1321.60136
36.5,1501,1354.723396
38.25,1501,1387.916798
37.5,1501,1421.049509
34.5,1501,1454.17986
33.25,1501,1487.303182
37.5,1501,1520.431674
37.5,1501,1553.511968
38.75,1501,1586.649352
38.75,1501,1619.835524
33.75,1501,1652.982982
38.5,1501,1686.104961
30.75,1501,1719.216507
29.25,1501,1752.680384
42.75,1501,1785.785804
49.0,1501,1818.96283
41.0,1501,1852.305195
41.75,1501,1885.447085
39.75,1501,1918.637232
32.25,1501,1951.881009
37.75,1501,1985.267343
41.0,1501,2018.56437
43.75,1501,2051.714381
37.75,1501,2084.942803
41.25,1501,2118.194782
40.0,1501,2151.422309
44.0,1501,2184.710097
44.75,1501,2217.960582
38.0,1501,2251.268775
34.5,1501,2284.482594
38.75,1501,2317.726338
36.5,1501,2351.083018
43.0,1501,2384.367793
36.5,1501,2417.596324
42.5,1501,2450.86152
51.5,1501,2484.31705
46.25,1501,2517.697783
37.75,1501,2551.028707
44.75,1501,2584.435296
49.5,1501,2617.645941
40.75,1501,2650.927592
39.75,1501,2684.163091
45.0,1501,2717.432107
44.5,1501,2750.803619
45.0,1501,2783.916098
45.0,1501,2816.98843
23.25,1501,2849.608618
43.5,1501,2882.631728
38.0,1501,2915.738905
47.0,1501,2949.032866
54.5,1501,2982.410481
47.75,1501,3015.854411
42.75,1501,3048.992845
44.5,1501,3082.023373
41.75,1501,3115.180953
46.75,1501,3148.22328
42.25,1501,3181.479485
46.75,1501,3214.683488
42.0,1501,3247.879808
45.0,1501,3280.880062
35.75,1501,3313.775597
37.75,1501,3347.110201
42.75,1501,3380.383131
44.0,1501,3413.285014
43.25,1501,3446.278932
44.0,1501,3479.257878
45.5,1501,3512.402911
43.75,1501,3545.573063
39.75,1501,3578.731307
41.75,1501,3611.836122
40.0,1501,3645.064762
