#{"t_start": 1541275480.2447813, "env_id": "MicropolisEnv-v0"}
r,l,t
0.0,1501,33.18308
0.0,1501,65.272272
0.0,1501,97.424273
0.0,1501,129.789463
0.0,1501,161.872899
0.0,1501,194.862242
0.0,1501,227.082984
19.5,1501,259.580836
32.5,1501,293.171038
30.0,1501,326.653013
23.25,1501,359.890311
33.75,1501,392.926754
22.0,1501,426.074331
26.5,1501,459.520885
28.75,1501,492.685285
25.25,1501,525.83853
32.75,1501,559.1023
36.0,1501,592.305403
29.75,1501,625.524325
27.0,1501,658.754538
33.25,1501,691.932932
34.75,1501,725.15207
33.25,1501,758.352648
36.5,1501,791.544833
34.75,1501,824.401208
34.0,1501,857.692037
36.5,1501,891.04918
36.75,1501,924.177295
33.0,1501,957.373226
39.25,1501,990.482639
32.25,1501,1023.63464
35.5,1501,1056.68635
36.25,1501,1089.712284
37.0,1501,1122.849559
35.5,1501,1155.986935
41.75,1501,1189.104535
33.5,1501,1222.241821
36.0,1501,1255.381197
32.5,1501,1288.502163
33.5,1501,1321.619628
34.75,1501,1354.743822
39.5,1501,1387.935069
37.0,1501,1421.067626
34.5,1501,1454.19794
32.0,1501,1487.32139
42.0,1501,1520.449997
40.5,1501,1553.530136
40.25,1501,1586.673254
29.5,1501,1619.853585
35.5,1501,1653.001051
35.25,1501,1686.122956
40.5,1501,1719.234535
30.5,1501,1752.698499
39.0,1501,1785.803608
41.5,1501,1818.980888
37.25,1501,1852.322883
38.5,1501,1885.465237
38.0,1501,1918.655321
42.0,1501,1951.899392
45.5,1501,1985.285462
41.5,1501,2018.582708
40.0,1501,2051.741068
40.75,1501,2084.961021
47.0,1501,2118.212845
35.5,1501,2151.440325
39.0,1501,2184.72804
41.75,1501,2217.978618
43.0,1501,2251.28708
38.75,1501,2284.500752
37.5,1501,2317.744286
40.25,1501,2351.101083
46.25,1501,2384.385864
37.25,1501,2417.614373
50.5,1501,2450.880069
41.5,1501,2484.337113
41.25,1501,2517.716116
50.25,1501,2551.046513
48.0,1501,2584.453561
48.0,1501,2617.665331
51.75,1501,2650.94557
30.75,1501,2684.181184
47.5,1501,2717.450364
48.0,1501,2750.82176
37.0,1501,2783.929295
48.75,1501,2817.006495
27.5,1501,2849.627422
41.75,1501,2882.649121
49.0,1501,2915.757159
42.75,1501,2949.051074
41.25,1501,2982.428539
41.0,1501,3015.872944
39.75,1501,3049.010986
46.5,1501,3082.041676
38.0,1501,3115.199018
45.25,1501,3148.241483
36.5,1501,3181.497641
45.25,1501,3214.699267
47.0,1501,3247.89806
40.75,1501,3280.901127
33.75,1501,3313.793694
38.5,1501,3347.128327
41.75,1501,3380.399937
38.0,1501,3413.303207
36.75,1501,3446.297014
41.5,1501,3479.275964
37.0,1501,3512.42085
45.0,1501,3545.591283
44.75,1501,3578.749241
37.0,1501,3611.854249
37.25,1501,3645.082717
41.25,1501,3678.453275
39.75,1501,3711.555591
40.75,1501,3744.884816
39.0,1501,3778.166893
43.5,1501,3811.534572
42.0,1501,3844.894839
46.0,1501,3878.113306
40.25,1501,3911.292338
43.0,1501,3944.513235
36.25,1501,3977.633821
42.75,1501,4011.018317
45.0,1501,4044.434677
39.25,1501,4077.662605
35.5,1501,4110.646195
40.0,1501,4143.737209
31.5,1501,4176.83719
36.5,1501,4209.849904
41.5,1501,4243.04526
40.0,1501,4276.397432
48.5,1501,4309.765371
40.0,1501,4343.096365
42.5,1501,4376.450388
46.5,1501,4409.72742
43.75,1501,4442.940728
42.0,1501,4476.185481
29.5,1501,4509.266358
46.25,1501,4542.388564
41.5,1501,4575.590908
47.5,1501,4608.803858
44.0,1501,4641.995275
48.0,1501,4675.256355
36.5,1501,4708.174686
43.75,1501,4741.249949
38.25,1501,4774.435664
42.5,1501,4807.975304
45.25,1501,4841.329776
44.5,1501,4874.633001
40.0,1501,4908.112544
44.25,1501,4941.576874
45.25,1501,4974.928175
45.0,1501,5008.238919
36.5,1501,5041.443607
45.25,1501,5074.730874
46.0,1501,5107.883484
38.25,1501,5141.25309
40.0,1501,5174.589221
45.75,1501,5207.89518
42.0,1501,5241.074892
50.0,1501,5274.235435
48.25,1501,5307.441206
52.5,1501,5340.856285
43.0,1501,5374.073768
42.5,1501,5407.255794
41.0,1501,5440.405653
38.25,1501,5473.704879
45.75,1501,5506.949816
47.5,1501,5540.070844
46.0,1501,5573.268662
52.5,1501,5606.627816
51.0,1501,5640.068895
51.25,1501,5673.283085
49.0,1501,5706.788227
43.0,1501,5740.020499
49.75,1501,5773.264422
54.5,1501,5806.75089
41.0,1501,5839.82068
50.5,1501,5873.245391
49.75,1501,5906.706385
49.75,1501,5940.389244
42.0,1501,5973.850929
50.0,1501,6007.41878
46.5,1501,6040.859113
49.75,1501,6074.2312
46.75,1501,6107.750447
46.25,1501,6141.165596
51.75,1501,6174.77577
48.25,1501,6208.202873
51.5,1501,6241.863712
58.25,1501,6275.403568
45.0,1501,6309.037773
46.0,1501,6342.83339
36.75,1501,6376.607849
54.25,1501,6410.218568
53.75,1501,6443.571313
50.25,1501,6476.883198
51.5,1501,6510.364375
52.5,1501,6543.945051
45.0,1501,6577.524244
47.25,1501,6611.207144
43.5,1501,6644.823279
47.5,1501,6678.313175
46.5,1501,6711.855157
46.5,1501,6745.340985
47.5,1501,6778.887594
