#{"t_start": 1541275480.2471387, "env_id": "MicropolisEnv-v0"}
r,l,t
0.0,1501,33.180677
0.0,1501,65.270137
0.0,1501,97.422121
0.0,1501,129.787021
0.0,1501,161.87071
0.0,1501,194.85867
0.0,1501,227.074287
15.75,1501,259.579021
31.75,1501,293.176488
31.0,1501,326.6588
29.75,1501,359.890888
33.5,1501,392.924522
35.75,1501,426.071955
27.0,1501,459.51826
34.5,1501,492.680989
36.0,1501,525.836176
32.25,1501,559.100073
32.5,1501,592.302831
35.25,1501,625.522269
35.25,1501,658.752196
36.0,1501,691.930385
35.0,1501,725.149538
35.25,1501,758.350284
36.0,1501,791.542486
32.75,1501,824.398921
36.25,1501,857.689679
30.0,1501,891.055154
38.75,1501,924.174977
36.25,1501,957.370795
35.5,1501,990.480184
33.0,1501,1023.632168
39.25,1501,1056.684114
31.75,1501,1089.709761
38.75,1501,1122.847099
40.25,1501,1155.984457
38.25,1501,1189.102009
39.0,1501,1222.239629
36.0,1501,1255.378481
35.25,1501,1288.499875
35.75,1501,1321.61732
39.25,1501,1354.738727
31.75,1501,1387.932876
39.5,1501,1421.065249
42.25,1501,1454.195414
33.25,1501,1487.3189
32.25,1501,1520.44767
41.5,1501,1553.527739
40.5,1501,1586.670976
36.75,1501,1619.85141
30.5,1501,1652.998694
38.0,1501,1686.120582
36.25,1501,1719.232213
43.0,1501,1752.696323
42.0,1501,1785.801407
37.0,1501,1818.97839
37.0,1501,1852.320525
43.0,1501,1885.462847
39.5,1501,1918.65296
42.0,1501,1951.897104
38.5,1501,1985.283104
42.75,1501,2018.580287
41.75,1501,2051.738489
39.25,1501,2084.958653
41.5,1501,2118.210417
40.5,1501,2151.438413
40.25,1501,2184.725741
39.0,1501,2217.976318
34.75,1501,2251.284762
40.0,1501,2284.498381
43.25,1501,2317.742342
36.0,1501,2351.099014
43.25,1501,2384.383534
41.5,1501,2417.61218
45.0,1501,2450.877504
49.0,1501,2484.338935
49.25,1501,2517.713754
47.75,1501,2551.044443
47.5,1501,2584.451013
48.25,1501,2617.663046
42.25,1501,2650.943169
41.25,1501,2684.178918
45.75,1501,2717.447926
48.75,1501,2750.819393
45.25,1501,2783.935276
43.5,1501,2817.004326
11.0,1501,2849.624441
50.0,1501,2882.646797
50.75,1501,2915.754721
47.25,1501,2949.048717
49.75,1501,2982.426219
50.0,1501,3015.870252
45.75,1501,3049.008596
45.0,1501,3082.039242
37.5,1501,3115.196717
36.25,1501,3148.239021
38.75,1501,3181.495263
46.25,1501,3214.696909
48.5,1501,3247.89565
43.5,1501,3280.896068
42.25,1501,3313.791196
45.0,1501,3347.125673
47.0,1501,3380.397619
37.5,1501,3413.30085
38.75,1501,3446.294838
40.5,1501,3479.273937
39.5,1501,3512.418486
42.25,1501,3545.592164
38.0,1501,3578.738804
41.25,1501,3611.851803
34.0,1501,3645.080256
44.75,1501,3678.454882
41.75,1501,3711.553215
49.5,1501,3744.888108
42.0,1501,3778.164561
40.5,1501,3811.532044
40.5,1501,3844.892619
42.25,1501,3878.111078
46.75,1501,3911.289949
46.75,1501,3944.511078
35.75,1501,3977.631464
39.75,1501,4011.01582
46.0,1501,4044.431619
50.0,1501,4077.660277
39.0,1501,4110.644044
52.25,1501,4143.734977
38.25,1501,4176.833865
38.75,1501,4209.847808
37.25,1501,4243.042745
51.25,1501,4276.39525
44.5,1501,4309.762998
45.25,1501,4343.094154
48.5,1501,4376.448226
43.0,1501,4409.725162
48.25,1501,4442.938282
45.75,1501,4476.183096
40.75,1501,4509.264048
42.75,1501,4542.386284
43.75,1501,4575.588565
41.0,1501,4608.801381
43.0,1501,4641.992461
39.75,1501,4675.254145
39.75,1501,4708.172396
46.5,1501,4741.247612
