#{"t_start": 1541113706.2165043, "env_id": "MicropolisEnv-v0"}
r,l,t
0.0,501,6.538728
0.0,501,11.767597
0.0,501,16.96564
0.0,501,22.235503
0.0,501,27.621565
0.0,501,33.001352
0.0,501,38.327341
0.0,501,43.562825
0.0,501,48.754716
0.0,501,54.037957
0.0,501,59.269626
0.0,501,64.497633
0.0,501,69.693148
0.0,501,74.951817
0.0,501,80.201057
0.0,501,85.459043
0.0,501,90.695866
0.0,501,95.946712
0.0,501,101.215193
0.0,501,106.465327
1.0,501,111.743669
0.0,501,116.998844
0.0,501,122.268259
0.0,501,127.515488
0.0,501,132.840412
0.0,501,138.164167
0.0,501,143.40941
0.0,501,148.646755
7.75,501,153.918322
20.25,501,159.282377
29.0,501,164.660705
33.5,501,169.998798
34.25,501,175.378859
27.5,501,180.75363
33.25,501,186.110393
35.25,501,191.493905
39.0,501,196.865841
32.25,501,202.257799
39.5,501,207.622258
33.5,501,213.110124
33.0,501,218.601276
40.25,501,224.135865
32.0,501,229.835563
33.75,501,235.228727
38.5,501,240.992612
36.0,501,246.988976
32.5,501,254.31528
42.0,501,260.828537
36.25,501,267.406238
38.75,501,273.990464
30.0,501,280.673368
27.0,501,287.462343
39.0,501,294.229793
35.0,501,300.792258
35.0,501,307.221068
34.75,501,312.84326
37.5,501,318.328348
33.25,501,324.839416
31.5,501,331.712829
37.5,501,337.859281
36.0,501,344.041005
35.25,501,350.158266
38.0,501,356.241044
39.75,501,362.073488
23.5,501,367.530822
43.75,501,372.963655
36.25,501,378.402017
37.25,501,383.795816
33.5,501,389.190549
37.5,501,394.604873
43.75,501,399.996809
37.25,501,405.363703
33.0,501,410.731693
37.5,501,416.107686
27.0,501,421.528691
24.0,501,426.967461
38.75,501,432.357838
31.75,501,437.742532
35.5,501,443.111713
35.75,501,448.499414
38.0,501,453.923635
39.0,501,459.331046
31.5,501,464.724097
36.0,501,470.096216
41.5,501,475.530079
40.0,501,480.968725
38.5,501,486.34851
38.5,501,491.755231
46.25,501,497.162027
46.5,501,502.620587
49.25,501,508.227558
45.75,501,513.842985
44.5,501,519.391964
40.25,501,525.003453
44.0,501,530.585795
40.0,501,536.195686
35.75,501,541.641352
47.25,501,547.044628
43.5,501,552.483105
40.5,501,557.903818
44.5,501,563.348099
46.5,501,568.807585
34.0,501,574.301311
42.25,501,579.739337
48.75,501,585.134357
44.0,501,590.544311
39.5,501,595.943914
51.25,501,601.410885
41.5,501,606.983499
43.5,501,612.970541
48.25,501,618.578141
21.25,501,624.005794
36.75,501,629.370529
36.25,501,634.71452
43.25,501,640.063826
29.5,501,645.45618
32.75,501,650.824954
46.0,501,656.200194
44.25,501,661.660817
33.25,501,667.109327
33.5,501,672.517634
45.5,501,677.8784
31.5,501,683.339449
40.75,501,688.749368
35.25,501,694.119474
40.75,501,699.455351
25.0,501,704.794535
40.75,501,710.139742
44.5,501,715.506793
39.75,501,720.848677
41.0,501,726.205511
39.75,501,731.678764
42.75,501,737.203984
29.5,501,742.71137
33.0,501,748.093187
37.25,501,753.596668
34.0,501,759.010867
42.0,501,764.446371
43.25,501,769.897429
49.75,501,775.306211
47.5,501,780.756435
41.25,501,786.198113
43.5,501,791.646886
43.25,501,797.080028
40.25,501,802.527525
35.75,501,807.969137
42.75,501,813.346543
49.5,501,818.752162
46.0,501,824.127655
43.0,501,829.4885
43.0,501,834.928516
42.0,501,840.385647
39.0,501,845.844375
46.75,501,851.292565
42.25,501,856.714304
45.5,501,862.197695
39.25,501,867.694763
43.75,501,873.477746
42.5,501,879.070241
38.25,501,884.76622
51.5,501,890.162456
39.75,501,895.65171
44.75,501,901.160244
40.75,501,906.640695
45.75,501,912.044756
42.0,501,917.466974
42.25,501,922.885904
37.75,501,928.240031
39.75,501,933.630828
37.5,501,938.98377
42.0,501,944.340657
48.25,501,949.702102
41.5,501,955.180316
37.25,501,960.652625
42.5,501,966.075984
34.0,501,971.477234
41.0,501,976.871354
45.0,501,982.260584
43.75,501,987.675481
43.5,501,993.069026
44.75,501,998.53322
40.75,501,1003.993158
42.0,501,1009.467809
43.25,501,1014.973254
43.0,501,1020.35157
43.25,501,1025.735703
39.5,501,1031.083257
38.75,501,1036.426935
38.25,501,1041.772563
39.5,501,1047.123152
34.0,501,1052.568543
32.75,501,1057.950485
35.75,501,1063.34503
39.5,501,1068.742535
41.0,501,1074.136652
35.75,501,1079.60142
38.0,501,1085.058552
39.25,501,1090.548414
35.75,501,1096.029468
47.75,501,1101.515127
38.0,501,1107.160869
46.25,501,1112.658576
36.5,501,1118.300135
25.25,501,1123.796439
41.0,501,1129.328065
42.5,501,1135.01087
44.25,501,1140.468203
39.75,501,1145.98114
32.25,501,1151.344542
45.5,501,1156.904872
37.25,501,1162.601946
36.5,501,1168.356009
26.5,501,1173.945412
