#{"t_start": 1541113706.1805496, "env_id": "MicropolisEnv-v0"}
r,l,t
0.0,501,6.575006
0.0,501,11.803752
0.0,501,17.001572
0.0,501,22.271318
0.0,501,27.65739
0.0,501,33.037499
0.0,501,38.363724
0.0,501,43.598749
0.0,501,48.7909
0.0,501,54.073979
0.0,501,59.305301
0.0,501,64.533417
0.0,501,69.729207
0.0,501,74.987381
0.0,501,80.236906
3.0,501,85.495639
0.0,501,90.731651
0.0,501,95.980343
0.0,501,101.251292
0.0,501,106.501468
0.0,501,111.77967
0.0,501,117.035017
0.0,501,122.304209
0.0,501,127.551483
0.0,501,132.876494
0.0,501,138.200073
0.0,501,143.445273
0.0,501,148.682814
0.0,501,153.95412
19.75,501,159.318321
33.25,501,164.696628
34.75,501,170.034677
48.5,501,175.41473
28.75,501,180.789593
39.25,501,186.146295
35.5,501,191.529698
38.0,501,196.901843
40.25,501,202.293746
33.5,501,207.658211
38.75,501,213.144283
36.25,501,218.637185
35.25,501,224.171874
36.75,501,229.871371
35.25,501,235.264591
36.25,501,241.028586
30.75,501,247.025081
39.25,501,254.351359
33.0,501,260.864574
33.0,501,267.437346
35.25,501,274.026443
35.25,501,280.70941
30.75,501,287.498299
33.0,501,294.268431
34.0,501,300.828156
37.0,501,307.256907
37.25,501,312.879086
33.0,501,318.364264
36.75,501,324.875282
35.0,501,331.745482
37.0,501,337.895166
34.0,501,344.076953
37.25,501,350.194139
38.0,501,356.276908
37.0,501,362.109327
38.75,501,367.566716
35.0,501,372.999547
36.0,501,378.43794
34.75,501,383.831756
38.0,501,389.226454
37.75,501,394.64086
37.5,501,400.032663
34.5,501,405.399751
37.5,501,410.767557
25.5,501,416.143622
24.5,501,421.564602
34.75,501,427.003298
32.0,501,432.39375
31.0,501,437.7785
36.25,501,443.14757
34.5,501,448.535439
37.5,501,453.95941
36.75,501,459.367029
35.0,501,464.75996
40.75,501,470.132038
25.75,501,475.566193
40.5,501,481.004698
32.75,501,486.38443
41.5,501,491.791088
43.5,501,497.19793
43.0,501,502.656328
46.0,501,508.263939
42.5,501,513.878803
41.5,501,519.427808
44.75,501,525.039422
45.0,501,530.621749
53.0,501,536.231615
37.25,501,541.677205
43.75,501,547.080756
45.75,501,552.518749
49.75,501,557.939763
44.0,501,563.383957
32.25,501,568.838888
38.75,501,574.337225
47.75,501,579.775377
46.0,501,585.170184
41.5,501,590.580222
45.25,501,595.980635
41.25,501,601.446883
47.75,501,607.019329
45.25,501,613.006544
40.75,501,618.613794
42.25,501,624.041615
41.75,501,629.406298
42.75,501,634.750382
45.75,501,640.099607
43.5,501,645.491874
22.5,501,650.86075
54.0,501,656.23618
45.0,501,661.696646
41.75,501,667.145078
47.0,501,672.553737
41.75,501,677.91421
43.25,501,683.375312
51.5,501,688.785247
42.5,501,694.15552
27.25,501,699.491449
41.25,501,704.830234
38.75,501,710.175563
40.0,501,715.540836
41.75,501,720.884567
38.25,501,726.241342
41.5,501,731.714622
38.75,501,737.240012
30.0,501,742.747252
42.0,501,748.129963
40.75,501,753.632553
44.0,501,759.04667
41.0,501,764.482162
46.0,501,769.933145
47.75,501,775.342165
44.25,501,780.792499
41.75,501,786.233924
46.25,501,791.682859
